account_id,account_age_days,kyc_level,is_mule
ACC_0100,600,2,0
ACC_0101,1119,2,0
ACC_0102,584,2,0
ACC_0103,1243,2,0
ACC_0104,1782,2,0
ACC_0105,1326,2,0
ACC_0106,1169,2,0
ACC_0107,637,2,0
ACC_0108,741,2,0
ACC_0109,616,2,0
ACC_0110,1657,2,0
ACC_0111,1072,2,0
ACC_0112,705,2,0
ACC_0113,855,2,0
ACC_0114,1111,2,0
ACC_0115,1703,2,0
ACC_0116,1639,2,0
ACC_0117,1423,2,0
ACC_0118,1414,2,0
ACC_0119,1723,2,0
ACC_0120,1589,2,0
ACC_0121,1431,2,0
ACC_0122,1556,2,0
ACC_0123,1314,2,0
ACC_0124,249,2,0
ACC_0125,1308,2,0
ACC_0126,1468,2,0
ACC_0127,1460,2,0
ACC_0128,1366,2,0
ACC_0129,692,2,0
ACC_0130,687,2,0
ACC_0131,1032,2,0
ACC_0132,1342,2,0
ACC_0133,1442,2,0
ACC_0134,769,2,0
ACC_0135,1539,2,0
ACC_0136,1494,2,0
ACC_0137,708,2,0
ACC_0138,377,2,0
ACC_0139,1760,2,0
ACC_0140,1308,2,0
ACC_0141,1317,2,0
ACC_0142,743,2,0
ACC_0143,723,2,0
ACC_0144,1457,2,0
ACC_0145,1755,2,0
ACC_0146,1691,2,0
ACC_0147,1555,2,0
ACC_0148,1316,2,0
ACC_0149,1775,2,0
ACC_0150,1196,2,0
ACC_0151,1580,2,0
ACC_0152,501,2,0
ACC_0153,623,2,0
ACC_0154,1351,2,0
ACC_0155,1593,2,0
ACC_0156,1469,2,0
ACC_0157,1470,2,0
ACC_0158,1196,2,0
ACC_0159,1696,2,0
ACC_0160,1708,2,0
ACC_0161,1011,2,0
ACC_0162,1164,2,0
ACC_0163,758,2,0
ACC_0164,172,2,0
ACC_0165,61,2,0
ACC_0166,701,2,0
ACC_0167,279,2,0
ACC_0168,1649,2,0
ACC_0169,914,2,0
ACC_0170,1308,2,0
ACC_0171,444,2,0
ACC_0172,1486,2,0
ACC_0173,1721,2,0
ACC_0174,1213,2,0
ACC_0175,1136,2,0
ACC_0176,1767,2,0
ACC_0177,789,2,0
ACC_0178,1755,2,0
ACC_0179,1793,2,0
ACC_0180,1499,2,0
ACC_0181,306,2,0
ACC_0182,895,2,0
ACC_0183,1522,2,0
ACC_0184,262,2,0
ACC_0185,1267,2,0
ACC_0186,182,2,0
ACC_0187,460,2,0
ACC_0188,826,2,0
ACC_0189,353,2,0
ACC_0190,339,2,0
ACC_0191,943,2,0
ACC_0192,1693,2,0
ACC_0193,257,2,0
ACC_0194,1041,2,0
ACC_0195,1594,2,0
ACC_0196,811,2,0
ACC_0197,203,2,0
ACC_0198,668,2,0
ACC_0199,1284,2,0
ACC_0200,1207,2,0
ACC_0201,246,2,0
ACC_0202,1409,2,0
ACC_0203,523,2,0
ACC_0204,1432,2,0
ACC_0205,719,2,0
ACC_0206,823,2,0
ACC_0207,1014,2,0
ACC_0208,462,2,0
ACC_0209,1429,2,0
ACC_0210,1594,2,0
ACC_0211,206,2,0
ACC_0212,1231,2,0
ACC_0213,923,2,0
ACC_0214,1794,2,0
ACC_0215,548,2,0
ACC_0216,988,2,0
ACC_0217,1723,2,0
ACC_0218,610,2,0
ACC_0219,397,2,0
ACC_0220,931,2,0
ACC_0221,700,2,0
ACC_0222,532,2,0
ACC_0223,210,2,0
ACC_0224,1498,2,0
ACC_0225,1381,2,0
ACC_0226,1694,2,0
ACC_0227,322,2,0
ACC_0228,203,2,0
ACC_0229,405,2,0
ACC_0230,683,2,0
ACC_0231,1076,2,0
ACC_0232,1655,2,0
ACC_0233,940,2,0
ACC_0234,61,2,0
ACC_0235,956,2,0
ACC_0236,1387,2,0
ACC_0237,313,2,0
ACC_0238,1735,2,0
ACC_0239,512,2,0
ACC_0240,1120,2,0
ACC_0241,1243,2,0
ACC_0242,1074,2,0
ACC_0243,68,2,0
ACC_0244,1316,2,0
ACC_0245,1182,2,0
ACC_0246,1742,2,0
ACC_0247,875,2,0
ACC_0248,267,2,0
ACC_0249,1214,2,0
ACC_0250,463,2,0
ACC_0251,211,2,0
ACC_0252,113,2,0
ACC_0253,1203,2,0
ACC_0254,1756,2,0
ACC_0255,687,2,0
ACC_0256,646,2,0
ACC_0257,1708,2,0
ACC_0258,1503,2,0
ACC_0259,1505,2,0
ACC_0260,163,2,0
ACC_0261,313,2,0
ACC_0262,1310,2,0
ACC_0263,1195,2,0
ACC_0264,569,2,0
ACC_0265,1556,2,0
ACC_0266,158,2,0
ACC_0267,212,2,0
ACC_0268,973,2,0
ACC_0269,937,2,0
ACC_0270,397,2,0
ACC_0271,1789,2,0
ACC_0272,881,2,0
ACC_0273,1246,2,0
ACC_0274,1016,2,0
ACC_0275,1764,2,0
ACC_0276,220,2,0
ACC_0277,1663,2,0
ACC_0278,860,2,0
ACC_0279,457,2,0
ACC_0280,1360,2,0
ACC_0281,875,2,0
ACC_0282,1587,2,0
ACC_0283,1475,2,0
ACC_0284,1218,2,0
ACC_0285,1278,2,0
ACC_0286,460,2,0
ACC_0287,699,2,0
ACC_0288,1116,2,0
ACC_0289,747,2,0
ACC_0290,519,2,0
ACC_0291,1014,2,0
ACC_0292,529,2,0
ACC_0293,1458,2,0
ACC_0294,1105,2,0
ACC_0295,809,2,0
ACC_0296,1753,2,0
ACC_0297,97,2,0
ACC_0298,289,2,0
ACC_0299,1448,2,0
ACC_0300,622,2,0
ACC_0301,497,2,0
ACC_0302,1366,2,0
ACC_0303,86,2,0
ACC_0304,285,2,0
ACC_0305,1360,2,0
ACC_0306,857,2,0
ACC_0307,1692,2,0
ACC_0308,343,2,0
ACC_0309,938,2,0
ACC_0310,1019,2,0
ACC_0311,1564,2,0
ACC_0312,512,2,0
ACC_0313,1079,2,0
ACC_0314,875,2,0
ACC_0315,718,2,0
ACC_0316,1599,2,0
ACC_0317,606,2,0
ACC_0318,1275,2,0
ACC_0319,1132,2,0
ACC_0320,1595,2,0
ACC_0321,76,2,0
ACC_0322,1255,2,0
ACC_0323,1303,2,0
ACC_0324,217,2,0
ACC_0325,536,2,0
ACC_0326,1129,2,0
ACC_0327,1456,2,0
ACC_0328,577,2,0
ACC_0329,158,2,0
ACC_0330,1120,2,0
ACC_0331,339,2,0
ACC_0332,1432,2,0
ACC_0333,556,2,0
ACC_0334,361,2,0
ACC_0335,240,2,0
ACC_0336,666,2,0
ACC_0337,1182,2,0
ACC_0338,759,2,0
ACC_0339,1052,2,0
ACC_0340,1199,2,0
ACC_0341,250,2,0
ACC_0342,312,2,0
ACC_0343,1040,2,0
ACC_0344,987,2,0
ACC_0345,1244,2,0
ACC_0346,1339,2,0
ACC_0347,1406,2,0
ACC_0348,187,2,0
ACC_0349,77,2,0
ACC_0350,625,2,0
ACC_0351,629,2,0
ACC_0352,1406,2,0
ACC_0353,745,2,0
ACC_0354,685,2,0
ACC_0355,1371,2,0
ACC_0356,913,2,0
ACC_0357,1746,2,0
ACC_0358,1021,2,0
ACC_0359,1722,2,0
ACC_0360,214,2,0
ACC_0361,549,2,0
ACC_0362,1469,2,0
ACC_0363,844,2,0
ACC_0364,1187,2,0
ACC_0365,1476,2,0
ACC_0366,305,2,0
ACC_0367,1259,2,0
ACC_0368,1122,2,0
ACC_0369,1560,2,0
ACC_0370,1765,2,0
ACC_0371,818,2,0
ACC_0372,597,2,0
ACC_0373,980,2,0
ACC_0374,467,2,0
ACC_0375,584,2,0
ACC_0376,887,2,0
ACC_0377,1589,2,0
ACC_0378,962,2,0
ACC_0379,95,2,0
ACC_0380,744,2,0
ACC_0381,79,2,0
ACC_0382,380,2,0
ACC_0383,571,2,0
ACC_0384,459,2,0
ACC_0385,713,2,0
ACC_0386,1031,2,0
ACC_0387,530,2,0
ACC_0388,1226,2,0
ACC_0389,1175,2,0
ACC_0390,1437,2,0
ACC_0391,893,2,0
ACC_0392,786,2,0
ACC_0393,913,2,0
ACC_0394,110,2,0
ACC_0395,1748,2,0
ACC_0396,1781,2,0
ACC_0397,634,2,0
ACC_0398,1273,2,0
ACC_0399,1208,2,0
ACC_0400,209,2,0
ACC_0401,373,2,0
ACC_0402,629,2,0
ACC_0403,1425,2,0
ACC_0404,364,2,0
ACC_0405,1775,2,0
ACC_0406,741,2,0
ACC_0407,897,2,0
ACC_0408,1137,2,0
ACC_0409,1062,2,0
ACC_0410,503,2,0
ACC_0411,672,2,0
ACC_0412,1052,2,0
ACC_0413,323,2,0
ACC_0414,1136,2,0
ACC_0415,1655,2,0
ACC_0416,1063,2,0
ACC_0417,1703,2,0
ACC_0418,64,2,0
ACC_0419,1186,2,0
ACC_0420,1279,2,0
ACC_0421,833,2,0
ACC_0422,936,2,0
ACC_0423,1051,2,0
ACC_0424,943,2,0
ACC_0425,1433,2,0
ACC_0426,106,2,0
ACC_0427,926,2,0
ACC_0428,882,2,0
ACC_0429,995,2,0
ACC_0430,715,2,0
ACC_0431,328,2,0
ACC_0432,429,2,0
ACC_0433,695,2,0
ACC_0434,1189,2,0
ACC_0435,1753,2,0
ACC_0436,1742,2,0
ACC_0437,716,2,0
ACC_0438,179,2,0
ACC_0439,890,2,0
ACC_0440,1687,2,0
ACC_0441,1141,2,0
ACC_0442,1429,2,0
ACC_0443,800,2,0
ACC_0444,1557,2,0
ACC_0445,176,2,0
ACC_0446,850,2,0
ACC_0447,1210,2,0
ACC_0448,1476,2,0
ACC_0449,1072,2,0
ACC_0450,1724,2,0
ACC_0451,1141,2,0
ACC_0452,693,2,0
ACC_0453,572,2,0
ACC_0454,861,2,0
ACC_0455,1179,2,0
ACC_0456,1721,2,0
ACC_0457,1201,2,0
ACC_0458,619,2,0
ACC_0459,1684,2,0
ACC_0460,547,2,0
ACC_0461,1320,2,0
ACC_0462,956,2,0
ACC_0463,1355,2,0
ACC_0464,1272,2,0
ACC_0465,763,2,0
ACC_0466,1530,2,0
ACC_0467,640,2,0
ACC_0468,849,2,0
ACC_0469,920,2,0
ACC_0470,306,2,0
ACC_0471,1159,2,0
ACC_0472,213,2,0
ACC_0473,1739,2,0
ACC_0474,1518,2,0
ACC_0475,1056,2,0
ACC_0476,1169,2,0
ACC_0477,756,2,0
ACC_0478,1368,2,0
ACC_0479,1303,2,0
ACC_0480,1152,2,0
ACC_0481,1130,2,0
ACC_0482,1068,2,0
ACC_0483,153,2,0
ACC_0484,1017,2,0
ACC_0485,1071,2,0
ACC_0486,512,2,0
ACC_0487,1287,2,0
ACC_0488,971,2,0
ACC_0489,277,2,0
ACC_0490,533,2,0
ACC_0491,491,2,0
ACC_0492,400,2,0
ACC_0493,610,2,0
ACC_0494,1695,2,0
ACC_0495,1372,2,0
ACC_0496,1337,2,0
ACC_0497,416,2,0
ACC_0498,82,2,0
ACC_0499,581,2,0
ACC_0500,1183,2,0
ACC_0501,861,2,0
ACC_0502,1263,2,0
ACC_0503,1306,2,0
ACC_0504,821,2,0
ACC_0505,1742,2,0
ACC_0506,501,2,0
ACC_0507,1691,2,0
ACC_0508,828,2,0
ACC_0509,1075,2,0
ACC_0510,1408,2,0
ACC_0511,575,2,0
ACC_0512,1099,2,0
ACC_0513,851,2,0
ACC_0514,395,2,0
ACC_0515,317,2,0
ACC_0516,556,2,0
ACC_0517,955,2,0
ACC_0518,219,2,0
ACC_0519,1558,2,0
ACC_0520,911,2,0
ACC_0521,1747,2,0
ACC_0522,749,2,0
ACC_0523,1758,2,0
ACC_0524,439,2,0
ACC_0525,1628,2,0
ACC_0526,1016,2,0
ACC_0527,750,2,0
ACC_0528,1510,2,0
ACC_0529,1696,2,0
ACC_0530,1351,2,0
ACC_0531,1660,2,0
ACC_0532,1500,2,0
ACC_0533,1251,2,0
ACC_0534,1126,2,0
ACC_0535,1639,2,0
ACC_0536,344,2,0
ACC_0537,456,2,0
ACC_0538,71,2,0
ACC_0539,1690,2,0
ACC_0540,1385,2,0
ACC_0541,1336,2,0
ACC_0542,558,2,0
ACC_0543,813,2,0
ACC_0544,94,2,0
ACC_0545,786,2,0
ACC_0546,908,2,0
ACC_0547,149,2,0
ACC_0548,835,2,0
ACC_0549,664,2,0
ACC_0550,1029,2,0
ACC_0551,1685,2,0
ACC_0552,1081,2,0
ACC_0553,477,2,0
ACC_0554,174,2,0
ACC_0555,676,2,0
ACC_0556,1279,2,0
ACC_0557,885,2,0
ACC_0558,1584,2,0
ACC_0559,1709,2,0
ACC_0560,1576,2,0
ACC_0561,1158,2,0
ACC_0562,472,2,0
ACC_0563,1459,2,0
ACC_0564,1503,2,0
ACC_0565,788,2,0
ACC_0566,1360,2,0
ACC_0567,1080,2,0
ACC_0568,820,2,0
ACC_0569,735,2,0
ACC_0570,1477,2,0
ACC_0571,516,2,0
ACC_0572,979,2,0
ACC_0573,251,2,0
ACC_0574,798,2,0
ACC_0575,1772,2,0
ACC_0576,1182,2,0
ACC_0577,1631,2,0
ACC_0578,1037,2,0
ACC_0579,1068,2,0
ACC_0580,155,2,0
ACC_0581,1747,2,0
ACC_0582,722,2,0
ACC_0583,1273,2,0
ACC_0584,96,2,0
ACC_0585,1452,2,0
ACC_0586,1778,2,0
ACC_0587,1608,2,0
ACC_0588,338,2,0
ACC_0589,276,2,0
ACC_0590,926,2,0
ACC_0591,932,2,0
ACC_0592,1356,2,0
ACC_0593,121,2,0
ACC_0594,655,2,0
ACC_0595,788,2,0
ACC_0596,1425,2,0
ACC_0597,456,2,0
ACC_0598,758,2,0
ACC_0599,1102,2,0
ACC_0600,236,2,0
ACC_0601,1695,2,0
ACC_0602,455,2,0
ACC_0603,504,2,0
ACC_0604,1316,2,0
ACC_0605,135,2,0
ACC_0606,324,2,0
ACC_0607,514,2,0
ACC_0608,777,2,0
ACC_0609,794,2,0
ACC_0610,1467,2,0
ACC_0611,1647,2,0
ACC_0612,910,2,0
ACC_0613,1589,2,0
ACC_0614,1450,2,0
ACC_0615,203,2,0
ACC_0616,944,2,0
ACC_0617,1152,2,0
ACC_0618,1182,2,0
ACC_0619,455,2,0
ACC_0620,1108,2,0
ACC_0621,1007,2,0
ACC_0622,950,2,0
ACC_0623,1552,2,0
ACC_0624,1567,2,0
ACC_0625,1648,2,0
ACC_0626,1234,2,0
ACC_0627,1227,2,0
ACC_0628,628,2,0
ACC_0629,1122,2,0
ACC_0630,168,2,0
ACC_0631,1776,2,0
ACC_0632,1125,2,0
ACC_0633,1269,2,0
ACC_0634,994,2,0
ACC_0635,457,2,0
ACC_0636,1306,2,0
ACC_0637,693,2,0
ACC_0638,1216,2,0
ACC_0639,1246,2,0
ACC_0640,1298,2,0
ACC_0641,792,2,0
ACC_0642,294,2,0
ACC_0643,717,2,0
ACC_0644,810,2,0
ACC_0645,647,2,0
ACC_0646,1092,2,0
ACC_0647,1157,2,0
ACC_0648,1013,2,0
ACC_0649,551,2,0
ACC_0650,972,2,0
ACC_0651,1336,2,0
ACC_0652,1313,2,0
ACC_0653,1602,2,0
ACC_0654,1257,2,0
ACC_0655,1736,2,0
ACC_0656,1251,2,0
ACC_0657,229,2,0
ACC_0658,1476,2,0
ACC_0659,1005,2,0
ACC_0660,854,2,0
ACC_0661,693,2,0
ACC_0662,1277,2,0
ACC_0663,1600,2,0
ACC_0664,88,2,0
ACC_0665,1248,2,0
ACC_0666,1505,2,0
ACC_0667,398,2,0
ACC_0668,1731,2,0
ACC_0669,1579,2,0
ACC_0670,1448,2,0
ACC_0671,1425,2,0
ACC_0672,559,2,0
ACC_0673,1740,2,0
ACC_0674,570,2,0
ACC_0675,1410,2,0
ACC_0676,276,2,0
ACC_0677,1384,2,0
ACC_0678,1215,2,0
ACC_0679,1153,2,0
ACC_0680,1335,2,0
ACC_0681,1498,2,0
ACC_0682,504,2,0
ACC_0683,935,2,0
ACC_0684,1265,2,0
ACC_0685,226,2,0
ACC_0686,150,2,0
ACC_0687,773,2,0
ACC_0688,1614,2,0
ACC_0689,98,2,0
ACC_0690,1209,2,0
ACC_0691,1534,2,0
ACC_0692,232,2,0
ACC_0693,712,2,0
ACC_0694,813,2,0
ACC_0695,1303,2,0
ACC_0696,1721,2,0
ACC_0697,1141,2,0
ACC_0698,1743,2,0
ACC_0699,535,2,0
ACC_0700,515,2,0
ACC_0701,888,2,0
ACC_0702,954,2,0
ACC_0703,1444,2,0
ACC_0704,1084,2,0
ACC_0705,446,2,0
ACC_0706,407,2,0
ACC_0707,249,2,0
ACC_0708,564,2,0
ACC_0709,1274,2,0
ACC_0710,1591,2,0
ACC_0711,1452,2,0
ACC_0712,1492,2,0
ACC_0713,883,2,0
ACC_0714,988,2,0
ACC_0715,993,2,0
ACC_0716,1200,2,0
ACC_0717,193,2,0
ACC_0718,117,2,0
ACC_0719,1639,2,0
ACC_0720,744,2,0
ACC_0721,731,2,0
ACC_0722,232,2,0
ACC_0723,874,2,0
ACC_0724,1232,2,0
ACC_0725,139,2,0
ACC_0726,945,2,0
ACC_0727,1296,2,0
ACC_0728,262,2,0
ACC_0729,823,2,0
ACC_0730,1312,2,0
ACC_0731,1759,2,0
ACC_0732,1310,2,0
ACC_0733,1742,2,0
ACC_0734,1615,2,0
ACC_0735,1524,2,0
ACC_0736,1485,2,0
ACC_0737,106,2,0
ACC_0738,1316,2,0
ACC_0739,1388,2,0
ACC_0740,1609,2,0
ACC_0741,1226,2,0
ACC_0742,1498,2,0
ACC_0743,1596,2,0
ACC_0744,1456,2,0
ACC_0745,1649,2,0
ACC_0746,1342,2,0
ACC_0747,715,2,0
ACC_0748,530,2,0
ACC_0749,1030,2,0
ACC_0750,1095,2,0
ACC_0751,1413,2,0
ACC_0752,795,2,0
ACC_0753,843,2,0
ACC_0754,1027,2,0
ACC_0755,417,2,0
ACC_0756,1031,2,0
ACC_0757,1491,2,0
ACC_0758,727,2,0
ACC_0759,432,2,0
ACC_0760,1091,2,0
ACC_0761,1205,2,0
ACC_0762,1431,2,0
ACC_0763,735,2,0
ACC_0764,149,2,0
ACC_0765,1731,2,0
ACC_0766,757,2,0
ACC_0767,1399,2,0
ACC_0768,1261,2,0
ACC_0769,599,2,0
ACC_0770,791,2,0
ACC_0771,928,2,0
ACC_0772,100,2,0
ACC_0773,799,2,0
ACC_0774,1787,2,0
ACC_0775,561,2,0
ACC_0776,1018,2,0
ACC_0777,1228,2,0
ACC_0778,1284,2,0
ACC_0779,988,2,0
ACC_0780,520,2,0
ACC_0781,791,2,0
ACC_0782,811,2,0
ACC_0783,984,2,0
ACC_0784,968,2,0
ACC_0785,1641,2,0
ACC_0786,1630,2,0
ACC_0787,1336,2,0
ACC_0788,449,2,0
ACC_0789,1677,2,0
ACC_0790,942,2,0
ACC_0791,315,2,0
ACC_0792,768,2,0
ACC_0793,509,2,0
ACC_0794,69,2,0
ACC_0795,883,2,0
ACC_0796,857,2,0
ACC_0797,1325,2,0
ACC_0798,1334,2,0
ACC_0799,936,2,0
ACC_0800,1088,2,0
ACC_0801,1202,2,0
ACC_0802,1075,2,0
ACC_0803,433,2,0
ACC_0804,1148,2,0
ACC_0805,205,2,0
ACC_0806,283,2,0
ACC_0807,1322,2,0
ACC_0808,236,2,0
ACC_0809,912,2,0
ACC_0810,1365,2,0
ACC_0811,122,2,0
ACC_0812,1300,2,0
ACC_0813,886,2,0
ACC_0814,854,2,0
ACC_0815,748,2,0
ACC_0816,1544,2,0
ACC_0817,1693,2,0
ACC_0818,164,2,0
ACC_0819,1182,2,0
ACC_0820,570,2,0
ACC_0821,444,2,0
ACC_0822,464,2,0
ACC_0823,882,2,0
ACC_0824,577,2,0
ACC_0825,535,2,0
ACC_0826,768,2,0
ACC_0827,1728,2,0
ACC_0828,830,2,0
ACC_0829,1520,2,0
ACC_0830,1106,2,0
ACC_0831,1056,2,0
ACC_0832,1648,2,0
ACC_0833,736,2,0
ACC_0834,773,2,0
ACC_0835,1541,2,0
ACC_0836,142,2,0
ACC_0837,1228,2,0
ACC_0838,1168,2,0
ACC_0839,1161,2,0
ACC_0840,516,2,0
ACC_0841,60,2,0
ACC_0842,110,2,0
ACC_0843,744,2,0
ACC_0844,776,2,0
ACC_0845,1529,2,0
ACC_0846,508,2,0
ACC_0847,940,2,0
ACC_0848,547,2,0
ACC_0849,93,2,0
ACC_0850,1431,2,0
ACC_0851,154,2,0
ACC_0852,1155,2,0
ACC_0853,1634,2,0
ACC_0854,213,2,0
ACC_0855,309,2,0
ACC_0856,733,2,0
ACC_0857,497,2,0
ACC_0858,177,2,0
ACC_0859,830,2,0
ACC_0860,1389,2,0
ACC_0861,327,2,0
ACC_0862,1137,2,0
ACC_0863,295,2,0
ACC_0864,448,2,0
ACC_0865,1049,2,0
ACC_0866,822,2,0
ACC_0867,460,2,0
ACC_0868,683,2,0
ACC_0869,826,2,0
ACC_0870,1386,2,0
ACC_0871,978,2,0
ACC_0872,1290,2,0
ACC_0873,1312,2,0
ACC_0874,912,2,0
ACC_0875,637,2,0
ACC_0876,134,2,0
ACC_0877,494,2,0
ACC_0878,162,2,0
ACC_0879,1505,2,0
ACC_0880,1787,2,0
ACC_0881,823,2,0
ACC_0882,797,2,0
ACC_0883,865,2,0
ACC_0884,1389,2,0
ACC_0885,157,2,0
ACC_0886,857,2,0
ACC_0887,1418,2,0
ACC_0888,918,2,0
ACC_0889,494,2,0
ACC_0890,506,2,0
ACC_0891,1391,2,0
ACC_0892,308,2,0
ACC_0893,225,2,0
ACC_0894,1564,2,0
ACC_0895,1043,2,0
ACC_0896,1418,2,0
ACC_0897,1079,2,0
ACC_0898,601,2,0
ACC_0899,818,2,0
ACC_0900,1189,2,0
ACC_0901,1646,2,0
ACC_0902,140,2,0
ACC_0903,192,2,0
ACC_0904,856,2,0
ACC_0905,959,2,0
ACC_0906,197,2,0
ACC_0907,243,2,0
ACC_0908,1484,2,0
ACC_0909,1413,2,0
ACC_0910,844,2,0
ACC_0911,1591,2,0
ACC_0912,1043,2,0
ACC_0913,128,2,0
ACC_0914,605,2,0
ACC_0915,112,2,0
ACC_0916,1533,2,0
ACC_0917,264,2,0
ACC_0918,185,2,0
ACC_0919,102,2,0
ACC_0920,170,2,0
ACC_0921,820,2,0
ACC_0922,1746,2,0
ACC_0923,1266,2,0
ACC_0924,907,2,0
ACC_0925,154,2,0
ACC_0926,1457,2,0
ACC_0927,1603,2,0
ACC_0928,959,2,0
ACC_0929,419,2,0
ACC_0930,959,2,0
ACC_0931,1779,2,0
ACC_0932,340,2,0
ACC_0933,1278,2,0
ACC_0934,1278,2,0
ACC_0935,726,2,0
ACC_0936,152,2,0
ACC_0937,731,2,0
ACC_0938,120,2,0
ACC_0939,693,2,0
ACC_0940,1134,2,0
ACC_0941,1486,2,0
ACC_0942,1088,2,0
ACC_0943,1549,2,0
ACC_0944,663,2,0
ACC_0945,741,2,0
ACC_0946,593,2,0
ACC_0947,1488,2,0
ACC_0948,897,2,0
ACC_0949,1596,2,0
ACC_0950,704,2,0
ACC_0951,292,2,0
ACC_0952,583,2,0
ACC_0953,405,2,0
ACC_0954,1129,2,0
ACC_0955,605,2,0
ACC_0956,1161,2,0
ACC_0957,1156,2,0
ACC_0958,853,2,0
ACC_0959,308,2,0
ACC_0960,106,2,0
ACC_0961,1204,2,0
ACC_0962,273,2,0
ACC_0963,298,2,0
ACC_0964,1139,2,0
ACC_0965,409,2,0
ACC_0966,166,2,0
ACC_0967,890,2,0
ACC_0968,107,2,0
ACC_0969,1656,2,0
ACC_0970,396,2,0
ACC_0971,1109,2,0
ACC_0972,863,2,0
ACC_0973,1340,2,0
ACC_0974,67,2,0
ACC_0975,684,2,0
ACC_0976,1336,2,0
ACC_0977,1775,2,0
ACC_0978,778,2,0
ACC_0979,362,2,0
ACC_0980,698,2,0
ACC_0981,115,2,0
ACC_0982,785,2,0
ACC_0983,585,2,0
ACC_0984,533,2,0
ACC_0985,87,2,0
ACC_0986,137,2,0
ACC_0987,1299,2,0
ACC_0988,1469,2,0
ACC_0989,424,2,0
ACC_0990,725,2,0
ACC_0991,585,2,0
ACC_0992,758,2,0
ACC_0993,1395,2,0
ACC_0994,942,2,0
ACC_0995,1090,2,0
ACC_0996,1086,2,0
ACC_0997,1706,2,0
ACC_0998,978,2,0
ACC_0999,809,2,0
