user_id,timestamp,amount,category,balance
USER_0000,2026-07-11,-234.42091635926892,discretionary,6601.4620443375115
USER_0000,2026-07-12,-649.8036171109966,discretionary,5951.658427226515
USER_0000,2026-07-13,-309.88761588509794,discretionary,5641.770811341417
USER_0000,2026-07-14,-232.2732066276588,discretionary,5409.497604713759
USER_0000,2026-07-15,-288.34021540220334,discretionary,5121.157389311556
USER_0000,2026-07-16,-218.2985360860488,discretionary,4902.858853225507
USER_0000,2026-07-17,-265.2641132231399,discretionary,4637.594740002367
USER_0000,2026-07-18,-334.29745373732834,discretionary,4303.297286265039
USER_0000,2026-07-19,-272.4629334858041,discretionary,4030.8343527792345
USER_0000,2026-07-20,-178.4424229444652,discretionary,3852.391929834769
USER_0000,2026-07-21,-133.49651463480265,discretionary,3718.8954151999665
USER_0000,2026-07-22,-153.23995692430861,discretionary,3565.655458275658
USER_0000,2026-07-23,-199.21946904148098,discretionary,3366.435989234177
USER_0000,2026-07-24,-303.24766562337936,discretionary,3063.188323610798
USER_0000,2026-07-25,-198.564028306304,discretionary,2864.624295304494
USER_0000,2026-07-26,-351.31561605227967,discretionary,2513.3086792522145
USER_0000,2026-07-27,-137.57066280984202,discretionary,2375.7380164423726
USER_0000,2026-07-28,20000.0,income_salary,22375.738016442374
USER_0000,2026-07-28,-106.66726506375097,discretionary,22269.070751378622
USER_0000,2026-07-29,-124.68648724522025,discretionary,22144.3842641334
USER_0000,2026-07-30,-121.57991214891423,discretionary,22022.804351984487
USER_0000,2026-07-31,-148.09812159551373,discretionary,21874.706230388972
USER_0000,2026-08-01,-5906.756195871126,fixed_rent,15967.950034517846
USER_0000,2026-08-01,-302.10972715514697,discretionary,15665.8403073627
USER_0000,2026-08-02,-448.0761749744089,discretionary,15217.76413238829
USER_0000,2026-08-03,-387.0234770741984,discretionary,14830.740655314092
USER_0000,2026-08-04,-212.63400552560955,discretionary,14618.106649788482
USER_0000,2026-08-05,-216.66232312941057,discretionary,14401.444326659072
USER_0000,2026-08-06,-451.9694410199528,discretionary,13949.474885639118
USER_0000,2026-08-07,-317.07808365923677,discretionary,13632.396801979881
USER_0000,2026-08-08,-330.72579237353915,discretionary,13301.671009606342
USER_0000,2026-08-09,-280.0542893555719,discretionary,13021.61672025077
USER_0000,2026-08-10,-404.1679014164784,discretionary,12617.448818834291
USER_0000,2026-08-11,-411.6301434596266,discretionary,12205.818675374665
USER_0000,2026-08-12,-221.89945017991516,discretionary,11983.91922519475
USER_0000,2026-08-13,-186.2952162132211,discretionary,11797.62400898153
USER_0000,2026-08-14,-155.7652382608704,discretionary,11641.858770720659
USER_0000,2026-08-15,-161.5572161590802,discretionary,11480.301554561578
USER_0000,2026-08-16,-551.2840929113343,discretionary,10929.017461650245
USER_0000,2026-08-17,-296.0758767548208,discretionary,10632.941584895423
USER_0000,2026-08-18,-177.28114316036073,discretionary,10455.660441735063
USER_0000,2026-08-19,-502.1166578897081,discretionary,9953.543783845354
USER_0000,2026-08-20,-470.02200053863316,discretionary,9483.521783306722
USER_0000,2026-08-21,-211.42061856095245,discretionary,9272.101164745769
USER_0000,2026-08-22,-199.86015466037588,discretionary,9072.241010085392
USER_0000,2026-08-23,-365.61668244995894,discretionary,8706.624327635433
USER_0000,2026-08-24,-201.69490618295256,discretionary,8504.92942145248
USER_0000,2026-08-25,-183.88274227796103,discretionary,8321.046679174518
USER_0000,2026-08-26,-344.4338301224271,discretionary,7976.612849052091
USER_0000,2026-08-27,-299.49621687478094,discretionary,7677.116632177311
USER_0000,2026-08-28,20000.0,income_salary,27677.116632177313
USER_0000,2026-08-28,-265.67830235593783,discretionary,27411.438329821376
USER_0000,2026-08-29,-200.62325757966772,discretionary,27210.81507224171
USER_0001,2026-06-01,-112.6296092414795,discretionary,4887.37039075852
USER_0001,2026-06-02,-504.8355179367267,discretionary,4382.534872821794
USER_0001,2026-06-03,-220.5453866615726,discretionary,4161.9894861602215
USER_0001,2026-06-04,-111.50499728115787,discretionary,4050.4844888790635
USER_0001,2026-06-05,-256.7328054937364,discretionary,3793.751683385327
USER_0001,2026-06-06,-300.65785209759395,discretionary,3493.093831287733
USER_0001,2026-06-07,-213.94221559356413,discretionary,3279.151615694169
USER_0001,2026-06-08,-128.32467660331275,discretionary,3150.8269390908563
USER_0001,2026-06-09,-258.95958314815033,discretionary,2891.867355942706
USER_0001,2026-06-10,-169.4794718688523,discretionary,2722.387884073854
USER_0001,2026-06-11,-281.18339727538466,discretionary,2441.204486798469
USER_0001,2026-06-12,-230.56011638926782,discretionary,2210.644370409201
USER_0001,2026-06-13,-276.10296192536356,discretionary,1934.5414084838376
USER_0001,2026-06-14,-203.5520750991793,discretionary,1730.9893333846583
USER_0001,2026-06-15,-299.92362274160496,discretionary,1431.0657106430533
USER_0001,2026-06-16,-347.03755257003326,discretionary,1084.02815807302
USER_0001,2026-06-17,-173.47768982883986,discretionary,910.5504682441801
USER_0001,2026-06-18,-247.68140133306522,discretionary,662.8690669111149
USER_0001,2026-06-19,-72.58215268590182,discretionary,590.2869142252131
USER_0001,2026-06-20,-418.23118936361703,discretionary,172.05572486159605
USER_0001,2026-06-21,-320.492264509224,discretionary,-148.43653964762797
USER_0001,2026-06-22,-330.53682467741646,discretionary,-478.97336432504443
USER_0001,2026-06-23,-457.08259443113917,discretionary,-936.0559587561836
USER_0001,2026-06-24,-233.3479459493487,discretionary,-1169.4039047055323
USER_0001,2026-06-25,-245.29079366493772,discretionary,-1414.6946983704702
USER_0001,2026-06-26,-347.5939052379031,discretionary,-1762.2886036083733
USER_0001,2026-06-27,-459.4304459899754,discretionary,-2221.7190495983486
USER_0001,2026-06-28,20000.0,income_salary,17778.28095040165
USER_0001,2026-06-28,-310.6915897299189,discretionary,17467.589360671733
USER_0001,2026-06-29,-286.25798275745063,discretionary,17181.33137791428
USER_0001,2026-06-30,-205.4979053129248,discretionary,16975.833472601356
USER_0001,2026-07-01,-8805.038028540643,fixed_rent,8170.795444060714
USER_0001,2026-07-01,-168.4746522077296,discretionary,8002.320791852984
USER_0001,2026-07-02,-192.10521314398738,discretionary,7810.215578708997
USER_0001,2026-07-03,-187.68380031561705,discretionary,7622.53177839338
USER_0001,2026-07-04,-156.97049475780437,discretionary,7465.561283635575
USER_0001,2026-07-05,-187.14527751732135,discretionary,7278.416006118254
USER_0001,2026-07-06,-424.8885728445895,discretionary,6853.527433273664
USER_0001,2026-07-07,-170.74341990652377,discretionary,6682.784013367141
USER_0001,2026-07-08,-180.56947945781408,discretionary,6502.214533909327
USER_0001,2026-07-09,-350.57312561040465,discretionary,6151.641408298922
USER_0001,2026-07-10,-512.5991194107387,discretionary,5639.042288888184
USER_0001,2026-07-11,-249.60043824310992,discretionary,5389.441850645074
USER_0001,2026-07-12,-267.363755338022,discretionary,5122.078095307052
USER_0001,2026-07-13,-216.07077565252942,discretionary,4906.007319654522
USER_0001,2026-07-14,-604.5413778762498,discretionary,4301.465941778272
USER_0001,2026-07-15,-511.02142183809013,discretionary,3790.444519940182
USER_0001,2026-07-16,-276.2633387476445,discretionary,3514.1811811925377
USER_0001,2026-07-17,-114.80751418627246,discretionary,3399.3736670062654
USER_0001,2026-07-18,-179.290002812767,discretionary,3220.0836641934984
USER_0001,2026-07-19,-561.6682779251835,discretionary,2658.415386268315
USER_0001,2026-07-20,-249.0872606273148,discretionary,2409.3281256410005
USER_0001,2026-07-21,-492.80010058495066,discretionary,1916.52802505605
USER_0001,2026-07-22,-230.9176528040168,discretionary,1685.6103722520331
USER_0001,2026-07-23,-521.5950313151252,discretionary,1164.015340936908
USER_0001,2026-07-24,-201.17743322079414,discretionary,962.8379077161138
USER_0001,2026-07-25,-87.22322670658512,discretionary,875.6146810095287
USER_0001,2026-07-26,-354.42993707904105,discretionary,521.1847439304877
USER_0001,2026-07-27,-246.18259929994392,discretionary,275.00214463054374
USER_0001,2026-07-28,20000.0,income_salary,20275.002144630544
USER_0001,2026-07-28,-287.86652916514873,discretionary,19987.135615465395
USER_0001,2026-07-29,-201.7947264862214,discretionary,19785.340888979175
USER_0001,2026-07-30,-106.35133751065472,discretionary,19678.98955146852
USER_0001,2026-07-31,-220.35484688055078,discretionary,19458.63470458797
USER_0001,2026-08-01,-8805.038028540643,fixed_rent,10653.596676047327
USER_0001,2026-08-01,-171.8937476569764,discretionary,10481.70292839035
USER_0001,2026-08-02,-162.45453136187143,discretionary,10319.24839702848
USER_0001,2026-08-03,-204.40710716952788,discretionary,10114.841289858952
USER_0001,2026-08-04,-597.7084160517604,discretionary,9517.132873807192
USER_0001,2026-08-05,-205.61709541404727,discretionary,9311.515778393145
USER_0001,2026-08-06,-182.23748635083325,discretionary,9129.27829204231
USER_0001,2026-08-07,-175.88483527636947,discretionary,8953.393456765942
USER_0001,2026-08-08,-154.98041347774225,discretionary,8798.4130432882
USER_0001,2026-08-09,-142.71966235792263,discretionary,8655.693380930277
USER_0001,2026-08-10,-107.82839499738034,discretionary,8547.864985932896
USER_0001,2026-08-11,-595.3389267476289,discretionary,7952.5260591852675
USER_0001,2026-08-12,-448.63856109883966,discretionary,7503.8874980864275
USER_0001,2026-08-13,-139.42708557246846,discretionary,7364.460412513959
USER_0001,2026-08-14,-247.0072093294346,discretionary,7117.453203184525
USER_0001,2026-08-15,-104.98057324873696,discretionary,7012.472629935788
USER_0001,2026-08-16,-373.2293062620121,discretionary,6639.243323673776
USER_0001,2026-08-17,-355.3032945480909,discretionary,6283.940029125685
USER_0001,2026-08-18,-183.0107611934044,discretionary,6100.929267932281
USER_0001,2026-08-19,-210.09805470383566,discretionary,5890.831213228445
USER_0001,2026-08-20,-166.82439965750405,discretionary,5724.006813570942
USER_0001,2026-08-21,-328.99083436323207,discretionary,5395.015979207709
USER_0001,2026-08-22,-345.92551777262497,discretionary,5049.090461435084
USER_0001,2026-08-23,-446.51491139306023,discretionary,4602.575550042024
USER_0001,2026-08-24,-259.7586021935848,discretionary,4342.816947848439
USER_0001,2026-08-25,-232.38892334898168,discretionary,4110.428024499457
USER_0001,2026-08-26,-255.3236884198661,discretionary,3855.104336079591
USER_0001,2026-08-27,-227.31199504321236,discretionary,3627.7923410363787
USER_0001,2026-08-28,20000.0,income_salary,23627.79234103638
USER_0001,2026-08-28,-498.32494465225005,discretionary,23129.46739638413
USER_0001,2026-08-29,-190.93345905456667,discretionary,22938.533937329565
USER_0002,2026-06-01,-331.59133209589424,discretionary,4668.408667904106
USER_0002,2026-06-02,-111.94768369434712,discretionary,4556.460984209759
USER_0002,2026-06-03,-160.16430107949398,discretionary,4396.296683130265
USER_0002,2026-06-04,-487.6549208239727,discretionary,3908.641762306292
USER_0002,2026-06-05,-127.63094223647082,discretionary,3781.0108200698214
USER_0002,2026-06-06,-426.7070414753938,discretionary,3354.3037785944275
USER_0002,2026-06-07,-193.39667578602544,discretionary,3160.907102808402
USER_0002,2026-06-08,-376.3723220503221,discretionary,2784.53478075808
USER_0002,2026-06-09,-222.46495442377008,discretionary,2562.06982633431
USER_0002,2026-06-10,-182.98390288334306,discretionary,2379.085923450967
USER_0002,2026-06-11,-177.64092724751248,discretionary,2201.4449962034546
USER_0002,2026-06-12,-251.26339791459134,discretionary,1950.1815982888634
USER_0002,2026-06-13,-113.45829600453993,discretionary,1836.7233022843234
USER_0002,2026-06-14,-314.71845175023407,discretionary,1522.0048505340892
USER_0002,2026-06-15,-374.90017185001267,discretionary,1147.1046786840766
USER_0002,2026-06-16,-116.28702934979258,discretionary,1030.817649334284
USER_0002,2026-06-17,-246.40167531789845,discretionary,784.4159740163855
USER_0002,2026-06-18,-134.45026878072312,discretionary,649.9657052356623
USER_0002,2026-06-19,-194.07798467432178,discretionary,455.88772056134053
USER_0002,2026-06-20,-146.71307412681435,discretionary,309.17464643452615
USER_0002,2026-06-21,-227.37765295492397,discretionary,81.79699347960218
USER_0002,2026-06-22,-477.3016859730069,discretionary,-395.5046924934047
USER_0002,2026-06-23,-510.12142475827653,discretionary,-905.6261172516813
USER_0002,2026-06-24,-339.6218874256771,discretionary,-1245.2480046773585
USER_0002,2026-06-25,-161.25724685811284,discretionary,-1406.5052515354714
USER_0002,2026-06-26,-216.60399387381088,discretionary,-1623.1092454092823
USER_0002,2026-06-27,-105.92935136716848,discretionary,-1729.0385967764507
USER_0002,2026-06-28,20000.0,income_salary,18270.961403223548
USER_0002,2026-06-28,-209.426909743908,discretionary,18061.53449347964
USER_0002,2026-06-29,-452.43382145173706,discretionary,17609.100672027904
USER_0002,2026-06-30,-573.6566882471752,discretionary,17035.44398378073
USER_0002,2026-07-01,-5994.472812144305,fixed_rent,11040.971171636425
USER_0002,2026-07-01,-264.7941268592074,discretionary,10776.177044777218
USER_0002,2026-07-02,-431.7386357892039,discretionary,10344.438408988013
USER_0002,2026-07-03,-177.4719586819771,discretionary,10166.966450306036
USER_0002,2026-07-04,-669.0480715754645,discretionary,9497.918378730572
USER_0002,2026-07-05,-248.24076309857838,discretionary,9249.677615631994
USER_0002,2026-07-06,-105.78984927919618,discretionary,9143.887766352798
USER_0002,2026-07-07,-248.74269142687504,discretionary,8895.145074925924
USER_0002,2026-07-08,-324.5387211903645,discretionary,8570.606353735559
USER_0002,2026-07-09,-432.6166357275181,discretionary,8137.989718008041
USER_0002,2026-07-10,-248.6526018739995,discretionary,7889.337116134041
USER_0002,2026-07-11,-232.61196644395577,discretionary,7656.725149690085
USER_0002,2026-07-12,-295.78524950037337,discretionary,7360.939900189712
USER_0002,2026-07-13,-260.65872087343826,discretionary,7100.281179316274
USER_0002,2026-07-14,-170.30262486902964,discretionary,6929.978554447244
USER_0002,2026-07-15,-590.5021508980118,discretionary,6339.476403549233
USER_0002,2026-07-16,-356.3775704911527,discretionary,5983.09883305808
USER_0002,2026-07-17,-387.438424804476,discretionary,5595.660408253604
USER_0002,2026-07-18,-272.59556116949864,discretionary,5323.064847084105
USER_0002,2026-07-19,-166.38404063692752,discretionary,5156.680806447178
USER_0002,2026-07-20,-330.3107425341546,discretionary,4826.370063913023
USER_0002,2026-07-21,-145.49849834611692,discretionary,4680.871565566906
USER_0002,2026-07-22,-380.31931849287025,discretionary,4300.552247074035
USER_0002,2026-07-23,-461.6081293284273,discretionary,3838.944117745608
USER_0002,2026-07-24,-581.3000126354126,discretionary,3257.644105110195
USER_0002,2026-07-25,-543.3172401870231,discretionary,2714.3268649231723
USER_0002,2026-07-26,-445.9018806993287,discretionary,2268.4249842238437
USER_0002,2026-07-27,-173.62587346068514,discretionary,2094.7991107631588
USER_0002,2026-07-28,20000.0,income_salary,22094.79911076316
USER_0002,2026-07-28,-271.02276037969256,discretionary,21823.77635038347
USER_0002,2026-07-29,-263.26661568785744,discretionary,21560.50973469561
USER_0002,2026-07-30,-190.6742498202519,discretionary,21369.83548487536
USER_0002,2026-07-31,-206.1304578678619,discretionary,21163.705027007498
USER_0002,2026-08-01,-5994.472812144305,fixed_rent,15169.232214863194
USER_0002,2026-08-01,-266.18931325551597,discretionary,14903.042901607678
USER_0002,2026-08-02,-421.88261985972565,discretionary,14481.160281747952
USER_0002,2026-08-03,-170.56144965237047,discretionary,14310.598832095582
USER_0002,2026-08-04,-253.64442191220957,discretionary,14056.954410183373
USER_0002,2026-08-05,-165.23596361135606,discretionary,13891.718446572017
USER_0002,2026-08-06,-382.11126554918224,discretionary,13509.607181022835
USER_0002,2026-08-07,-573.9870234206444,discretionary,12935.62015760219
USER_0002,2026-08-08,-169.28865916527874,discretionary,12766.331498436912
USER_0002,2026-08-09,-435.603729646024,discretionary,12330.727768790888
USER_0002,2026-08-10,-126.82693373246778,discretionary,12203.90083505842
USER_0002,2026-08-11,-209.3841760387249,discretionary,11994.516659019697
USER_0002,2026-08-12,-135.09608574679046,discretionary,11859.420573272906
USER_0002,2026-08-13,-151.21429495744192,discretionary,11708.206278315463
USER_0002,2026-08-14,-467.67625226616457,discretionary,11240.530026049299
USER_0002,2026-08-15,-142.85036612898855,discretionary,11097.67965992031
USER_0002,2026-08-16,-342.683894241173,discretionary,10754.995765679138
USER_0002,2026-08-17,-319.95141946799623,discretionary,10435.044346211142
USER_0002,2026-08-18,-134.3017571892296,discretionary,10300.742589021913
USER_0002,2026-08-19,-179.09188939423564,discretionary,10121.650699627677
USER_0002,2026-08-20,-228.7264509445711,discretionary,9892.924248683106
USER_0002,2026-08-21,-288.28682469454617,discretionary,9604.63742398856
USER_0002,2026-08-22,-152.51458291427022,discretionary,9452.122841074292
USER_0002,2026-08-23,-169.62293925115517,discretionary,9282.499901823136
USER_0002,2026-08-24,-185.19454346834772,discretionary,9097.305358354788
USER_0002,2026-08-25,-139.6008712843243,discretionary,8957.704487070463
USER_0002,2026-08-26,-169.39297812089112,discretionary,8788.311508949571
USER_0002,2026-08-27,-260.03982121785424,discretionary,8528.271687731718
USER_0002,2026-08-28,20000.0,income_salary,28528.271687731718
USER_0002,2026-08-28,-184.3784266385823,discretionary,28343.893261093137
USER_0002,2026-08-29,-191.7277258350537,discretionary,28152.165535258082
USER_0003,2026-06-01,-328.84091878535395,discretionary,4671.159081214646
USER_0003,2026-06-02,-327.94528666394115,discretionary,4343.213794550705
USER_0003,2026-06-03,-701.7693007735364,discretionary,3641.444493777168
USER_0003,2026-06-04,-192.0983324193136,discretionary,3449.3461613578547
USER_0003,2026-06-05,-225.73925975888906,discretionary,3223.6069015989656
USER_0003,2026-06-06,-403.7182221893588,discretionary,2819.888679409607
USER_0003,2026-06-07,-312.56629130096417,discretionary,2507.322388108643
USER_0003,2026-06-08,-345.2414275408108,discretionary,2162.080960567832
USER_0003,2026-06-09,-92.54057508526982,discretionary,2069.540385482562
USER_0003,2026-06-10,-275.99793194654717,discretionary,1793.542453536015
USER_0003,2026-06-11,-153.92019730071905,discretionary,1639.622256235296
USER_0003,2026-06-12,-186.0041635702367,discretionary,1453.6180926650593
USER_0003,2026-06-13,-214.71524254481042,discretionary,1238.9028501202488
USER_0003,2026-06-14,-193.0401064177974,discretionary,1045.8627437024513
USER_0003,2026-06-15,-207.0385451495567,discretionary,838.8241985528946
USER_0003,2026-06-16,-167.7825656782653,discretionary,671.0416328746293
USER_0003,2026-06-17,-172.8271523810188,discretionary,498.2144804936105
USER_0003,2026-06-18,-341.61450003695313,discretionary,156.59998045665736
USER_0003,2026-06-19,-83.20550232436658,discretionary,73.39447813229079
USER_0003,2026-06-20,-316.6784724002857,discretionary,-243.28399426799496
USER_0003,2026-06-21,-387.51575598010146,discretionary,-630.7997502480964
USER_0003,2026-06-22,-260.5600164978897,discretionary,-891.3597667459861
USER_0003,2026-06-23,-161.45488674629328,discretionary,-1052.8146534922794
USER_0003,2026-06-24,-330.2568184478748,discretionary,-1383.0714719401542
USER_0003,2026-06-25,-299.92485041071745,discretionary,-1682.9963223508717
USER_0003,2026-06-26,-197.73838463483457,discretionary,-1880.7347069857062
USER_0003,2026-06-27,-159.06126742078962,discretionary,-2039.7959744064958
USER_0003,2026-06-28,20000.0,income_salary,17960.204025593503
USER_0003,2026-06-28,-194.33000519146796,discretionary,17765.874020402036
USER_0003,2026-06-29,-305.67348985865283,discretionary,17460.200530543385
USER_0003,2026-06-30,-196.63656641863903,discretionary,17263.563964124747
USER_0003,2026-07-01,-6289.915994995894,fixed_rent,10973.647969128853
USER_0003,2026-07-01,-264.6886581246902,discretionary,10708.959311004162
USER_0003,2026-07-02,-205.45224808922697,discretionary,10503.507062914936
USER_0003,2026-07-03,-245.93454340693256,discretionary,10257.572519508003
USER_0003,2026-07-04,-103.03874155496912,discretionary,10154.533777953035
USER_0003,2026-07-05,-131.88110379063613,discretionary,10022.652674162398
USER_0003,2026-07-06,-154.40548573368645,discretionary,9868.247188428712
USER_0003,2026-07-07,-194.00568524125165,discretionary,9674.24150318746
USER_0003,2026-07-08,-110.76179941159788,discretionary,9563.479703775864
USER_0003,2026-07-09,-351.82655936811784,discretionary,9211.653144407746
USER_0003,2026-07-10,-286.78514691512873,discretionary,8924.867997492618
USER_0003,2026-07-11,-173.0982114489058,discretionary,8751.769786043713
USER_0003,2026-07-12,-153.79764844541037,discretionary,8597.972137598303
USER_0003,2026-07-13,-286.2033713544395,discretionary,8311.768766243864
USER_0003,2026-07-14,-173.21308518352103,discretionary,8138.555681060343
USER_0003,2026-07-15,-274.0109373200811,discretionary,7864.544743740262
USER_0003,2026-07-16,-166.60570504867806,discretionary,7697.939038691584
USER_0003,2026-07-17,-392.2003715316589,discretionary,7305.738667159925
USER_0003,2026-07-18,-279.0761744798593,discretionary,7026.662492680066
USER_0003,2026-07-19,-155.50716351201288,discretionary,6871.155329168053
USER_0003,2026-07-20,-303.76841491692494,discretionary,6567.3869142511285
USER_0003,2026-07-21,-218.38359132192403,discretionary,6349.003322929205
USER_0003,2026-07-22,-184.45406249701418,discretionary,6164.549260432191
USER_0003,2026-07-23,-349.3836119057173,discretionary,5815.165648526474
USER_0003,2026-07-24,-526.5879437771875,discretionary,5288.577704749287
USER_0003,2026-07-25,-220.30983596761908,discretionary,5068.267868781668
USER_0003,2026-07-26,-238.97630503645232,discretionary,4829.291563745215
USER_0003,2026-07-27,-209.38905497059022,discretionary,4619.902508774625
USER_0003,2026-07-28,20000.0,income_salary,24619.902508774627
USER_0003,2026-07-28,-102.03488443561494,discretionary,24517.86762433901
USER_0003,2026-07-29,-373.0653176523631,discretionary,24144.802306686648
USER_0003,2026-07-30,-488.13610524775135,discretionary,23656.666201438897
USER_0003,2026-07-31,-96.48046905396144,discretionary,23560.185732384936
USER_0003,2026-08-01,-6289.915994995894,fixed_rent,17270.26973738904
USER_0003,2026-08-01,-118.96636599637712,discretionary,17151.303371392663
USER_0003,2026-08-02,-98.49386711857127,discretionary,17052.809504274093
USER_0003,2026-08-03,-319.5693336024303,discretionary,16733.240170671663
USER_0003,2026-08-04,-322.68185507729345,discretionary,16410.558315594368
USER_0003,2026-08-05,-421.3220956952201,discretionary,15989.236219899147
USER_0003,2026-08-06,-306.72378011501746,discretionary,15682.51243978413
USER_0003,2026-08-07,-161.7303261610566,discretionary,15520.782113623074
USER_0003,2026-08-08,-237.4160237935329,discretionary,15283.366089829542
USER_0003,2026-08-09,-129.2283623345548,discretionary,15154.137727494986
USER_0003,2026-08-10,-607.3828913234059,discretionary,14546.75483617158
USER_0003,2026-08-11,-829.6133485781874,discretionary,13717.141487593393
USER_0003,2026-08-12,-137.59335795972424,discretionary,13579.54812963367
USER_0003,2026-08-13,-233.77263479291162,discretionary,13345.775494840758
USER_0003,2026-08-14,-117.08783710205375,discretionary,13228.687657738705
USER_0003,2026-08-15,-200.76180291415682,discretionary,13027.925854824547
USER_0003,2026-08-16,-121.60620571954169,discretionary,12906.319649105006
USER_0003,2026-08-17,-596.7365471205646,discretionary,12309.58310198444
USER_0003,2026-08-18,-65.16906559909167,discretionary,12244.41403638535
USER_0003,2026-08-19,-129.3870983530304,discretionary,12115.026938032319
USER_0003,2026-08-20,-275.9821842115835,discretionary,11839.044753820735
USER_0003,2026-08-21,-255.53565109668486,discretionary,11583.50910272405
USER_0003,2026-08-22,-330.1597446531055,discretionary,11253.349358070946
USER_0003,2026-08-23,-243.54812181687964,discretionary,11009.801236254067
USER_0003,2026-08-24,-473.46937367832425,discretionary,10536.331862575742
USER_0003,2026-08-25,-323.82017976116407,discretionary,10212.511682814578
USER_0003,2026-08-26,-160.9922516197156,discretionary,10051.519431194864
USER_0003,2026-08-27,-216.47088393296968,discretionary,9835.048547261893
USER_0003,2026-08-28,20000.0,income_salary,29835.048547261893
USER_0003,2026-08-28,-431.0217884206098,discretionary,29404.026758841283
USER_0003,2026-08-29,-355.07459832839413,discretionary,29048.95216051289
USER_0004,2026-06-01,-384.90956347285913,discretionary,4615.090436527141
USER_0004,2026-06-02,-509.127645462369,discretionary,4105.962791064771
USER_0004,2026-06-03,-375.14423343865843,discretionary,3730.818557626113
USER_0004,2026-06-04,-185.76876482809303,discretionary,3545.04979279802
USER_0004,2026-06-05,-362.68020501493635,discretionary,3182.3695877830837
USER_0004,2026-06-06,-235.03381647360936,discretionary,2947.3357713094742
USER_0004,2026-06-07,-277.70596810932824,discretionary,2669.629803200146
USER_0004,2026-06-08,-144.9778533968772,discretionary,2524.6519498032685
USER_0004,2026-06-09,-404.9034295130967,discretionary,2119.7485202901717
USER_0004,2026-06-10,-193.64945616058384,discretionary,1926.0990641295878
USER_0004,2026-06-11,-486.92288445755986,discretionary,1439.176179672028
USER_0004,2026-06-12,-176.6688458288578,discretionary,1262.5073338431703
USER_0004,2026-06-13,-278.86305942799476,discretionary,983.6442744151755
USER_0004,2026-06-14,-176.25954841893252,discretionary,807.3847259962429
USER_0004,2026-06-15,-115.4400059517165,discretionary,691.9447200445263
USER_0004,2026-06-16,-273.8652149581174,discretionary,418.0795050864089
USER_0004,2026-06-17,-182.1140800697135,discretionary,235.9654250166954
