tx_id,source_id,target_id,amount,timestamp,is_scam
TX_003753,ACC_0818,ACC_0131,982.08,2026-08-02 03:36:00,0
TX_002605,ACC_0670,ACC_0472,604.62,2026-08-02 03:37:00,0
TX_001621,ACC_0024,ACC_0742,151.55,2026-08-02 03:41:00,0
TX_003971,ACC_0671,ACC_0638,429.62,2026-08-02 03:46:00,0
TX_004613,ACC_0031,ACC_0397,283.87,2026-08-02 03:55:00,0
TX_001106,ACC_0650,ACC_0765,287.63,2026-08-02 04:00:00,0
TX_004374,ACC_0233,ACC_0266,85.6,2026-08-02 04:02:00,0
TX_002783,ACC_0456,ACC_0850,782.06,2026-08-02 04:15:00,0
TX_003874,ACC_0044,ACC_0042,74.87,2026-08-02 04:24:00,0
TX_000513,ACC_0630,ACC_0015,357.45,2026-08-02 04:47:00,0
TX_002720,ACC_0118,ACC_0195,103.2,2026-08-02 04:49:00,0
TX_005208,ACC_0078,ACC_0020,274.32,2026-08-02 04:59:00,1
TX_003072,ACC_0265,ACC_0638,381.24,2026-08-02 05:01:00,0
TX_005209,ACC_0078,ACC_0020,24864.14,2026-08-02 05:09:00,1
TX_002081,ACC_0632,ACC_0052,664.24,2026-08-02 05:24:00,0
TX_003625,ACC_0726,ACC_0737,1215.4,2026-08-02 05:24:00,0
TX_003061,ACC_0388,ACC_0775,2085.11,2026-08-02 05:33:00,0
TX_005162,ACC_0702,ACC_0008,230.03,2026-08-02 05:40:00,1
TX_005163,ACC_0702,ACC_0008,33993.32,2026-08-02 05:50:00,1
TX_004932,ACC_0956,ACC_0985,535.0,2026-08-02 06:00:00,0
TX_001671,ACC_0576,ACC_0062,51.87,2026-08-02 06:09:00,0
TX_004098,ACC_0507,ACC_0931,354.19,2026-08-02 06:26:00,0
TX_001052,ACC_0073,ACC_0509,350.93,2026-08-02 06:35:00,0
TX_002635,ACC_0520,ACC_0011,927.5,2026-08-02 06:36:00,0
TX_004310,ACC_0554,ACC_0023,668.46,2026-08-02 06:45:00,0
TX_001428,ACC_0267,ACC_0227,378.9,2026-08-02 07:24:00,0
TX_003810,ACC_0543,ACC_0975,367.47,2026-08-02 07:33:00,0
TX_000771,ACC_0220,ACC_0937,231.04,2026-08-02 07:33:00,0
TX_003608,ACC_0971,ACC_0456,428.94,2026-08-02 07:34:00,0
TX_002662,ACC_0126,ACC_0601,1120.07,2026-08-02 07:35:00,0
TX_002254,ACC_0455,ACC_0971,707.06,2026-08-02 07:36:00,0
TX_000082,ACC_0061,ACC_0048,52.73,2026-08-02 07:36:00,0
TX_000476,ACC_0617,ACC_0808,389.9,2026-08-02 07:46:00,0
TX_002356,ACC_0359,ACC_0575,303.92,2026-08-02 07:54:00,0
TX_002366,ACC_0523,ACC_0621,1091.15,2026-08-02 07:57:00,0
TX_001751,ACC_0780,ACC_0452,660.46,2026-08-02 08:06:00,0
TX_001887,ACC_0494,ACC_0328,219.46,2026-08-02 08:16:00,0
TX_002921,ACC_0004,ACC_0534,349.02,2026-08-02 08:22:00,0
TX_001648,ACC_0120,ACC_0273,343.78,2026-08-02 08:24:00,0
TX_004796,ACC_0470,ACC_0585,54.96,2026-08-02 08:30:00,0
TX_002572,ACC_0464,ACC_0936,546.17,2026-08-02 08:32:00,0
TX_001519,ACC_0028,ACC_0406,307.16,2026-08-02 08:34:00,0
TX_004133,ACC_0652,ACC_0040,491.04,2026-08-02 08:44:00,0
TX_002900,ACC_0033,ACC_0168,400.5,2026-08-02 09:36:00,0
TX_001055,ACC_0095,ACC_0021,689.74,2026-08-02 09:37:00,0
TX_004193,ACC_0878,ACC_0205,158.05,2026-08-02 09:46:00,0
TX_001377,ACC_0170,ACC_0913,2164.48,2026-08-02 09:54:00,0
TX_003572,ACC_0979,ACC_0049,393.47,2026-08-02 09:57:00,0
TX_001114,ACC_0020,ACC_0525,144.41,2026-08-02 10:01:00,0
TX_004015,ACC_0126,ACC_0698,605.96,2026-08-02 10:05:00,0
TX_000236,ACC_0336,ACC_0861,99.01,2026-08-02 10:44:00,0
TX_002777,ACC_0512,ACC_0162,276.43,2026-08-02 10:53:00,0
TX_002027,ACC_0141,ACC_0335,340.37,2026-08-02 11:08:00,0
TX_004928,ACC_0826,ACC_0143,516.15,2026-08-02 11:08:00,0
TX_000951,ACC_0695,ACC_0570,1021.8,2026-08-02 11:09:00,0
TX_002865,ACC_0742,ACC_0970,237.48,2026-08-02 11:26:00,0
TX_003226,ACC_0501,ACC_0383,59.13,2026-08-02 11:40:00,0
TX_002823,ACC_0815,ACC_0289,900.61,2026-08-02 11:47:00,0
TX_001275,ACC_0268,ACC_0115,1385.76,2026-08-02 11:53:00,0
TX_004261,ACC_0319,ACC_0988,323.68,2026-08-02 12:01:00,0
TX_003569,ACC_0227,ACC_0311,378.83,2026-08-02 12:07:00,0
TX_002299,ACC_0053,ACC_0702,87.15,2026-08-02 12:12:00,0
TX_001035,ACC_0410,ACC_0237,105.88,2026-08-02 12:15:00,0
TX_000375,ACC_0361,ACC_0754,547.41,2026-08-02 12:18:00,0
TX_000460,ACC_0439,ACC_0245,285.76,2026-08-02 12:20:00,0
TX_002255,ACC_0579,ACC_0620,114.01,2026-08-02 12:36:00,0
TX_000784,ACC_0441,ACC_0860,1219.09,2026-08-02 12:46:00,0
TX_003103,ACC_0928,ACC_0925,858.56,2026-08-02 12:52:00,0
TX_003308,ACC_0830,ACC_0187,1239.54,2026-08-02 12:59:00,0
TX_002457,ACC_0877,ACC_0068,441.22,2026-08-02 13:03:00,0
TX_001693,ACC_0000,ACC_0347,813.56,2026-08-02 13:11:00,0
TX_000756,ACC_0169,ACC_0056,396.83,2026-08-02 13:29:00,0
TX_004587,ACC_0826,ACC_0394,185.51,2026-08-02 13:39:00,0
TX_001069,ACC_0773,ACC_0118,85.49,2026-08-02 13:54:00,0
TX_004441,ACC_0465,ACC_0050,388.62,2026-08-02 13:58:00,0
TX_000909,ACC_0977,ACC_0190,1117.14,2026-08-02 14:03:00,0
TX_004683,ACC_0570,ACC_0840,101.04,2026-08-02 14:04:00,0
TX_000683,ACC_0354,ACC_0556,92.98,2026-08-02 14:07:00,0
TX_004409,ACC_0849,ACC_0509,605.78,2026-08-02 14:14:00,0
TX_003553,ACC_0935,ACC_0994,105.92,2026-08-02 14:14:00,0
TX_004868,ACC_0774,ACC_0318,53.05,2026-08-02 14:16:00,0
TX_000547,ACC_0601,ACC_0817,818.68,2026-08-02 14:18:00,0
TX_001333,ACC_0436,ACC_0360,1608.14,2026-08-02 14:20:00,0
TX_002240,ACC_0965,ACC_0538,344.51,2026-08-02 14:26:00,0
TX_003502,ACC_0314,ACC_0635,788.04,2026-08-02 14:33:00,0
TX_004121,ACC_0200,ACC_0771,206.35,2026-08-02 14:36:00,0
TX_004218,ACC_0811,ACC_0635,816.55,2026-08-02 15:02:00,0
TX_000069,ACC_0190,ACC_0499,463.06,2026-08-02 15:06:00,0
TX_002007,ACC_0855,ACC_0197,561.17,2026-08-02 15:10:00,0
TX_003623,ACC_0071,ACC_0052,1906.36,2026-08-02 16:26:00,0
TX_000501,ACC_0183,ACC_0537,1108.04,2026-08-02 16:37:00,0
TX_004436,ACC_0081,ACC_0991,361.89,2026-08-02 16:43:00,0
TX_003090,ACC_0560,ACC_0059,324.59,2026-08-02 17:01:00,0
TX_000999,ACC_0192,ACC_0675,166.36,2026-08-02 17:06:00,0
TX_001632,ACC_0683,ACC_0360,373.2,2026-08-02 17:09:00,0
TX_003197,ACC_0080,ACC_0227,1153.46,2026-08-02 17:15:00,0
TX_004445,ACC_0162,ACC_0953,137.43,2026-08-02 17:16:00,0
TX_004216,ACC_0732,ACC_0312,286.24,2026-08-02 17:20:00,0
TX_003163,ACC_0918,ACC_0309,179.59,2026-08-02 17:27:00,0
TX_003632,ACC_0368,ACC_0882,715.28,2026-08-02 17:27:00,0
TX_001405,ACC_0993,ACC_0198,1969.89,2026-08-02 17:43:00,0
TX_004364,ACC_0661,ACC_0713,408.6,2026-08-02 18:30:00,0
TX_000422,ACC_0404,ACC_0312,1797.02,2026-08-02 18:54:00,0
TX_000153,ACC_0213,ACC_0892,703.79,2026-08-02 19:00:00,0
TX_000861,ACC_0527,ACC_0362,282.13,2026-08-02 19:04:00,0
TX_002090,ACC_0508,ACC_0693,1240.93,2026-08-02 19:07:00,0
TX_004887,ACC_0705,ACC_0693,119.95,2026-08-02 19:19:00,0
TX_004987,ACC_0740,ACC_0544,919.87,2026-08-02 19:19:00,0
TX_002920,ACC_0757,ACC_0781,354.98,2026-08-02 19:25:00,0
TX_004143,ACC_0423,ACC_0205,1129.6,2026-08-02 19:26:00,0
TX_001516,ACC_0366,ACC_0603,174.36,2026-08-02 19:28:00,0
TX_001764,ACC_0701,ACC_0218,137.27,2026-08-02 19:32:00,0
TX_003043,ACC_0689,ACC_0412,966.69,2026-08-02 19:52:00,0
TX_003547,ACC_0379,ACC_0543,142.23,2026-08-02 19:57:00,0
TX_005050,ACC_0917,ACC_0045,164.74,2026-08-02 20:23:00,1
TX_002004,ACC_0610,ACC_0301,215.25,2026-08-02 20:27:00,0
TX_005051,ACC_0917,ACC_0045,30598.86,2026-08-02 20:33:00,1
TX_004451,ACC_0616,ACC_0660,74.73,2026-08-02 20:42:00,0
TX_004058,ACC_0641,ACC_0097,55.12,2026-08-02 20:54:00,0
TX_000010,ACC_0391,ACC_0226,67.11,2026-08-02 20:56:00,0
TX_001800,ACC_0478,ACC_0558,267.49,2026-08-02 21:07:00,0
TX_003129,ACC_0894,ACC_0296,95.87,2026-08-02 21:16:00,0
TX_002609,ACC_0072,ACC_0024,225.28,2026-08-02 21:22:00,0
TX_000319,ACC_0993,ACC_0273,2372.59,2026-08-02 21:24:00,0
TX_005108,ACC_0640,ACC_0044,221.2,2026-08-02 21:36:00,1
TX_002173,ACC_0552,ACC_0716,1454.79,2026-08-02 21:38:00,0
TX_005109,ACC_0640,ACC_0044,37535.61,2026-08-02 21:46:00,1
TX_004353,ACC_0496,ACC_0482,282.41,2026-08-02 21:47:00,0
TX_001744,ACC_0107,ACC_0924,179.45,2026-08-02 22:05:00,0
TX_002157,ACC_0177,ACC_0788,269.97,2026-08-02 22:07:00,0
TX_002947,ACC_0230,ACC_0774,1175.74,2026-08-02 22:41:00,0
TX_005030,ACC_0323,ACC_0012,129.55,2026-08-02 22:44:00,1
TX_005031,ACC_0323,ACC_0012,43914.37,2026-08-02 22:54:00,1
TX_001369,ACC_0060,ACC_0877,252.17,2026-08-02 23:01:00,0
TX_003021,ACC_0617,ACC_0719,813.37,2026-08-02 23:01:00,0
TX_004550,ACC_0871,ACC_0012,251.79,2026-08-02 23:42:00,0
TX_002735,ACC_0603,ACC_0377,181.41,2026-08-02 23:44:00,0
TX_001979,ACC_0939,ACC_0892,1193.2,2026-08-02 23:46:00,0
TX_004174,ACC_0384,ACC_0069,978.31,2026-08-02 23:57:00,0
TX_000761,ACC_0426,ACC_0921,1042.99,2026-08-02 23:57:00,0
TX_004752,ACC_0519,ACC_0528,113.09,2026-08-03 00:06:00,0
TX_003221,ACC_0463,ACC_0430,384.09,2026-08-03 00:13:00,0
TX_003203,ACC_0322,ACC_0000,446.03,2026-08-03 00:31:00,0
TX_000772,ACC_0809,ACC_0626,65.62,2026-08-03 00:47:00,0
TX_003506,ACC_0518,ACC_0472,749.09,2026-08-03 00:50:00,0
TX_002053,ACC_0107,ACC_0256,307.16,2026-08-03 00:50:00,0
TX_002113,ACC_0586,ACC_0335,79.42,2026-08-03 00:54:00,0
TX_001666,ACC_0504,ACC_0876,218.69,2026-08-03 00:57:00,0
TX_001901,ACC_0069,ACC_0964,236.8,2026-08-03 01:02:00,0
TX_003730,ACC_0492,ACC_0856,488.07,2026-08-03 01:12:00,0
TX_003089,ACC_0601,ACC_0049,357.33,2026-08-03 01:12:00,0
TX_000780,ACC_0839,ACC_0065,944.97,2026-08-03 01:42:00,0
TX_000131,ACC_0607,ACC_0995,706.75,2026-08-03 01:44:00,0
TX_001792,ACC_0691,ACC_0772,96.77,2026-08-03 01:59:00,0
TX_002822,ACC_0002,ACC_0226,456.84,2026-08-03 02:13:00,0
TX_002941,ACC_0040,ACC_0764,1910.45,2026-08-03 02:18:00,0
TX_004936,ACC_0276,ACC_0434,596.62,2026-08-03 02:21:00,0
TX_003031,ACC_0412,ACC_0304,795.92,2026-08-03 02:28:00,0
TX_001001,ACC_0045,ACC_0807,438.03,2026-08-03 02:46:00,0
TX_005244,ACC_0446,ACC_0012,236.02,2026-08-03 02:55:00,1
TX_003365,ACC_0943,ACC_0954,57.1,2026-08-03 02:59:00,0
TX_000264,ACC_0426,ACC_0009,118.01,2026-08-03 03:03:00,0
TX_000556,ACC_0005,ACC_0236,233.26,2026-08-03 03:05:00,0
TX_005245,ACC_0446,ACC_0012,39659.29,2026-08-03 03:05:00,1
TX_004283,ACC_0407,ACC_0762,1281.49,2026-08-03 03:17:00,0
TX_002666,ACC_0213,ACC_0756,198.74,2026-08-03 03:30:00,0
TX_004888,ACC_0894,ACC_0573,765.61,2026-08-03 03:30:00,0
TX_001591,ACC_0945,ACC_0472,747.09,2026-08-03 03:33:00,0
TX_003879,ACC_0574,ACC_0827,1698.05,2026-08-03 03:40:00,0
TX_003288,ACC_0102,ACC_0191,343.13,2026-08-03 03:40:00,0
TX_002946,ACC_0970,ACC_0920,141.59,2026-08-03 04:07:00,0
TX_003494,ACC_0738,ACC_0554,362.32,2026-08-03 04:12:00,0
TX_000838,ACC_0669,ACC_0048,296.22,2026-08-03 04:21:00,0
TX_004880,ACC_0818,ACC_0141,533.73,2026-08-03 04:23:00,0
TX_002811,ACC_0571,ACC_0629,1078.5,2026-08-03 04:26:00,0
TX_002876,ACC_0947,ACC_0432,425.37,2026-08-03 04:32:00,0
