user_id,timestamp,category,amount,balance,days_to_payday,fixed_due_in_7d,is_weekend
USER_0000,2026-06-25,food_daily,-400.26,-9878.65146833992,3,1,0
USER_0000,2026-06-26,food_daily,-294.7,-10173.347861764658,2,1,0
USER_0000,2026-06-27,food_daily,-474.14,-10647.488697303297,1,1,1
USER_0000,2026-06-27,entertainment,-1130.49,-11777.97840671624,1,1,1
USER_0000,2026-06-28,salary,32000.0,20222.02159328376,0,1,1
USER_0000,2026-06-28,food_daily,-427.45,19794.56755824723,0,1,1
USER_0000,2026-06-28,entertainment,-863.64,18930.92667573587,0,1,1
USER_0000,2026-06-29,food_daily,-346.21,18584.7146618385,29,1,0
USER_0000,2026-06-30,food_daily,-301.43,18283.280066057298,28,1,0
USER_0000,2026-07-01,rent,-7253.906215991467,11029.37385006583,27,1,0
USER_0000,2026-07-01,food_daily,-435.19,10594.187356466879,27,1,0
USER_0000,2026-07-02,food_daily,-408.59,10185.596986230155,26,1,0
USER_0000,2026-07-03,food_daily,-308.14,9877.454510428808,25,0,0
USER_0000,2026-07-04,food_daily,-393.4,9484.05824819001,24,0,1
USER_0000,2026-07-04,entertainment,-644.96,8839.102566961112,24,0,1
USER_0000,2026-07-05,utilities,-1716.71,7122.393530041853,23,0,1
USER_0000,2026-07-05,food_daily,-367.21,6755.18346815867,23,0,1
USER_0000,2026-07-06,food_daily,-387.75,6367.433993463944,22,0,0
USER_0000,2026-07-07,food_daily,-261.37,6106.06849591234,21,0,0
USER_0000,2026-07-08,food_daily,-319.67,5786.399395022481,20,0,0
USER_0000,2026-07-09,food_daily,-227.57,5558.828235638893,19,0,0
USER_0000,2026-07-10,food_daily,-391.25,5167.581785734207,18,0,0
USER_0000,2026-07-11,food_daily,-320.17,4847.415413105562,17,0,1
USER_0000,2026-07-11,entertainment,-424.52,4422.899032220148,17,0,1
USER_0000,2026-07-12,food_daily,-206.84,4216.063607904781,16,0,1
USER_0000,2026-07-12,entertainment,-556.98,3659.0862962833326,16,0,1
USER_0000,2026-07-13,food_daily,-407.34,3251.7442878663483,15,0,0
USER_0000,2026-07-14,food_daily,-313.47,2938.275680803037,14,0,0
USER_0000,2026-07-15,food_daily,-256.53,2681.747994346783,13,0,0
USER_0000,2026-07-16,food_daily,-213.53,2468.221118780146,12,0,0
USER_0000,2026-07-17,food_daily,-350.23,2117.9882002251084,11,0,0
USER_0000,2026-07-18,food_daily,-315.24,1802.7501494727728,10,0,1
USER_0000,2026-07-18,entertainment,-1689.47,113.2775434328521,10,0,1
USER_0000,2026-07-19,food_daily,-399.61,-286.33013837994895,9,0,1
USER_0000,2026-07-20,food_daily,-335.15,-621.4821928808154,8,0,0
USER_0000,2026-07-21,food_daily,-322.52,-943.9989279400058,7,0,0
USER_0000,2026-07-22,food_daily,-274.54,-1218.5432092528913,6,0,0
USER_0000,2026-07-23,food_daily,-423.46,-1642.000794926297,5,0,0
USER_0000,2026-07-24,food_daily,-432.94,-2074.945298915527,4,0,0
USER_0000,2026-07-25,food_daily,-345.07,-2420.019720347261,3,1,1
USER_0000,2026-07-25,entertainment,-1205.12,-3625.1357827809725,3,1,1
USER_0000,2026-07-26,food_daily,-415.44,-4040.579057149921,2,1,1
USER_0000,2026-07-26,entertainment,-703.7,-4744.280189943447,2,1,1
USER_0000,2026-07-27,food_daily,-424.5,-5168.783277033891,1,1,0
USER_0000,2026-07-28,salary,32000.0,26831.21672296611,0,1,0
USER_0000,2026-07-28,food_daily,-235.58,26595.637001669613,0,1,0
USER_0000,2026-07-29,food_daily,-290.84,26304.795053394424,29,1,0
USER_0000,2026-07-30,food_daily,-231.46,26073.33586920966,28,1,0
USER_0000,2026-07-31,food_daily,-317.19,25756.14770017894,27,1,0
USER_0000,2026-08-01,rent,-7253.906215991467,18502.24148418747,27,1,1
USER_0000,2026-08-01,food_daily,-357.84,18144.401114199634,27,1,1
USER_0000,2026-08-01,entertainment,-1315.43,16828.967134674596,27,1,1
USER_0000,2026-08-02,food_daily,-353.71,16475.257438808327,26,1,1
USER_0000,2026-08-02,entertainment,-1273.84,15201.418583462448,26,1,1
USER_0000,2026-08-03,food_daily,-399.97,14801.452982559129,25,0,0
USER_0000,2026-08-04,food_daily,-337.93,14463.525790950753,24,0,0
USER_0000,2026-08-05,utilities,-1373.07,13090.452456563267,23,0,0
USER_0000,2026-08-05,food_daily,-329.33,12761.121397162618,23,0,0
USER_0000,2026-08-06,food_daily,-370.4,12390.725926656754,22,0,0
USER_0000,2026-08-07,food_daily,-314.27,12076.455310869564,21,0,0
USER_0000,2026-08-08,food_daily,-280.01,11796.448073026593,20,0,1
USER_0000,2026-08-08,entertainment,-1361.04,10435.411849894801,20,0,1
USER_0000,2026-08-09,food_daily,-313.16,10122.253363067312,19,0,1
USER_0000,2026-08-09,entertainment,-1291.22,8831.034512849263,19,0,1
USER_0000,2026-08-10,food_daily,-310.8,8520.23602914963,18,0,0
USER_0000,2026-08-11,food_daily,-393.94,8126.291666148226,17,0,0
USER_0000,2026-08-12,food_daily,-400.78,7725.51273488458,16,0,0
USER_0000,2026-08-13,food_daily,-320.11,7405.399211950535,15,0,0
USER_0000,2026-08-14,food_daily,-251.84,7153.555860185225,14,0,0
USER_0000,2026-08-15,food_daily,-341.07,6812.486531845603,13,0,1
USER_0000,2026-08-16,food_daily,-394.26,6418.22650871039,12,0,1
USER_0000,2026-08-16,entertainment,-1345.47,5072.756585879323,12,0,1
USER_0000,2026-08-17,food_daily,-326.88,4745.873473790808,11,0,0
USER_0000,2026-08-18,food_daily,-453.75,4292.124757794323,10,0,0
USER_0000,2026-08-19,food_daily,-345.85,3946.2712749320885,9,0,0
USER_0000,2026-08-20,food_daily,-322.52,3623.752425428169,8,0,0
USER_0000,2026-08-21,food_daily,-322.77,3300.9840493368074,7,0,0
USER_0000,2026-08-22,food_daily,-206.3,3094.6839047499725,6,0,1
USER_0000,2026-08-22,entertainment,-1460.16,1634.5229555849332,6,0,1
USER_0000,2026-08-23,food_daily,-322.45,1312.073937595133,5,0,1
USER_0000,2026-08-23,entertainment,-758.98,553.0947060497638,5,0,1
USER_0000,2026-08-24,food_daily,-347.54,205.55893675320488,4,0,0
USER_0000,2026-08-25,food_daily,-365.74,-160.17960135539772,3,1,0
USER_0000,2026-08-26,food_daily,-293.78,-453.95991890013676,2,1,0
USER_0000,2026-08-27,food_daily,-343.87,-797.8332150841434,1,1,0
USER_0000,2026-08-28,salary,32000.0,31202.166784915855,0,1,0
USER_0000,2026-08-28,food_daily,-329.81,30872.355083304465,0,1,0
USER_0000,2026-08-29,food_daily,-333.95,30538.4100732692,29,1,1
USER_0001,2026-06-01,food_daily,-280.95,4719.053560164857,27,1,0
USER_0001,2026-06-02,food_daily,-399.46,4319.596879936192,26,1,0
USER_0001,2026-06-03,food_daily,-203.9,4115.700730859154,25,0,0
USER_0001,2026-06-04,food_daily,-271.44,3844.256791525949,24,0,0
USER_0001,2026-06-05,utilities,-1403.58,2440.6723824625997,23,0,0
USER_0001,2026-06-05,food_daily,-233.48,2207.1911988080847,23,0,0
USER_0001,2026-06-06,food_daily,-237.09,1970.0979415111178,22,0,1
USER_0001,2026-06-06,entertainment,-1439.48,530.6136412267876,22,0,1
USER_0001,2026-06-07,food_daily,-351.12,179.49402663482067,21,0,1
USER_0001,2026-06-07,entertainment,-711.36,-531.8610225945641,21,0,1
USER_0001,2026-06-08,food_daily,-232.69,-764.5461566508209,20,0,0
USER_0001,2026-06-09,food_daily,-201.44,-965.9856873466229,19,0,0
USER_0001,2026-06-10,food_daily,-297.7,-1263.687264997929,18,0,0
USER_0001,2026-06-11,food_daily,-354.32,-1618.0098576828427,17,0,0
USER_0001,2026-06-12,food_daily,-412.73,-2030.7394361725371,16,0,0
USER_0001,2026-06-13,food_daily,-312.35,-2343.0900466404046,15,0,1
USER_0001,2026-06-14,food_daily,-367.43,-2710.519811425006,14,0,1
USER_0001,2026-06-14,entertainment,-1477.74,-4188.258877108837,14,0,1
USER_0001,2026-06-15,food_daily,-475.39,-4663.644766979246,13,0,0
USER_0001,2026-06-16,food_daily,-287.83,-4951.476063337365,12,0,0
USER_0001,2026-06-17,food_daily,-193.99,-5145.46806222903,11,0,0
USER_0001,2026-06-18,food_daily,-344.34,-5489.810933680436,10,0,0
USER_0001,2026-06-19,food_daily,-290.39,-5780.205692909411,9,0,0
USER_0001,2026-06-20,food_daily,-271.85,-6052.059864909865,8,0,1
USER_0001,2026-06-20,entertainment,-1675.58,-7727.638357674916,8,0,1
USER_0001,2026-06-21,food_daily,-428.07,-8155.711131559215,7,0,1
USER_0001,2026-06-22,food_daily,-335.21,-8490.924530715274,6,0,0
USER_0001,2026-06-23,food_daily,-341.93,-8832.858584674032,5,0,0
USER_0001,2026-06-24,food_daily,-381.59,-9214.452215560636,4,0,0
USER_0001,2026-06-25,food_daily,-354.26,-9568.709323223578,3,1,0
USER_0001,2026-06-26,food_daily,-185.28,-9753.993394968811,2,1,0
USER_0001,2026-06-27,food_daily,-307.44,-10061.431382933404,1,1,1
USER_0001,2026-06-28,salary,36000.0,25938.568617066594,0,1,1
USER_0001,2026-06-28,food_daily,-483.76,25454.806822238956,0,1,1
USER_0001,2026-06-28,entertainment,-1158.66,24296.14577623604,0,1,1
USER_0001,2026-06-29,food_daily,-347.1,23949.044746812433,29,1,0
USER_0001,2026-06-30,food_daily,-335.84,23613.203396346762,28,1,0
USER_0001,2026-07-01,rent,-8400.462504574245,15212.740891772517,27,1,0
USER_0001,2026-07-01,debt_emi,-4500.0,10712.740891772517,27,1,0
USER_0001,2026-07-01,food_daily,-229.7,10483.04236891138,27,1,0
USER_0001,2026-07-02,food_daily,-357.17,10125.867952218001,26,1,0
USER_0001,2026-07-03,food_daily,-369.09,9756.777519297133,25,0,0
USER_0001,2026-07-04,food_daily,-257.02,9499.757082827995,24,0,1
USER_0001,2026-07-04,entertainment,-1429.65,8070.109351563236,24,0,1
USER_0001,2026-07-05,utilities,-1268.41,6801.696610668175,23,0,1
USER_0001,2026-07-05,food_daily,-307.66,6494.033656333439,23,0,1
USER_0001,2026-07-06,food_daily,-354.03,6140.0010892734135,22,0,0
USER_0001,2026-07-07,food_daily,-330.0,5810.002230745888,21,0,0
USER_0001,2026-07-08,food_daily,-449.07,5360.936341293097,20,0,0
USER_0001,2026-07-09,food_daily,-428.85,4932.083301675976,19,0,0
USER_0001,2026-07-10,food_daily,-310.55,4621.53176269674,18,0,0
USER_0001,2026-07-11,food_daily,-413.09,4208.445651700112,17,0,1
USER_0001,2026-07-12,food_daily,-343.76,3864.6827770039736,16,0,1
USER_0001,2026-07-13,food_daily,-409.72,3454.9611435841684,15,0,0
USER_0001,2026-07-14,food_daily,-318.06,3136.8975974627556,14,0,0
USER_0001,2026-07-15,food_daily,-457.07,2679.8274143696303,13,0,0
USER_0001,2026-07-16,food_daily,-323.4,2356.4288396998018,12,0,0
USER_0001,2026-07-17,food_daily,-372.33,1984.0991428928753,11,0,0
USER_0001,2026-07-18,food_daily,-359.6,1624.4958304054135,10,0,1
USER_0001,2026-07-18,entertainment,-1725.58,-101.0864099678131,10,0,1
USER_0001,2026-07-19,food_daily,-383.49,-484.578249810226,9,0,1
USER_0001,2026-07-20,food_daily,-350.34,-834.9176915367807,8,0,0
USER_0001,2026-07-21,food_daily,-380.92,-1215.840888026294,7,0,0
USER_0001,2026-07-22,food_daily,-369.23,-1585.073152026418,6,0,0
USER_0001,2026-07-23,food_daily,-375.52,-1960.5894134320772,5,0,0
USER_0001,2026-07-24,food_daily,-208.94,-2169.5322944877444,4,0,0
USER_0001,2026-07-25,food_daily,-293.99,-2463.5218806930197,3,1,1
USER_0001,2026-07-26,food_daily,-388.14,-2851.661501470975,2,1,1
USER_0001,2026-07-26,entertainment,-1322.56,-4174.222746112009,2,1,1
USER_0001,2026-07-27,food_daily,-185.89,-4360.110824326818,1,1,0
USER_0001,2026-07-28,salary,36000.0,31639.889175673183,0,1,0
USER_0001,2026-07-28,food_daily,-335.88,31304.007795894027,0,1,0
USER_0001,2026-07-29,food_daily,-212.06,31091.950203859964,29,1,0
USER_0001,2026-07-30,food_daily,-307.66,30784.29127483721,28,1,0
USER_0001,2026-07-31,food_daily,-342.04,30442.253722719855,27,1,0
USER_0001,2026-08-01,rent,-8400.462504574245,22041.791218145612,27,1,1
USER_0001,2026-08-01,debt_emi,-4500.0,17541.791218145612,27,1,1
USER_0001,2026-08-01,food_daily,-371.16,17170.63398765547,27,1,1
USER_0001,2026-08-01,entertainment,-564.12,16606.516403259433,27,1,1
USER_0001,2026-08-02,food_daily,-316.71,16289.810953756012,26,1,1
USER_0001,2026-08-03,food_daily,-277.79,16012.022275811132,25,0,0
USER_0001,2026-08-04,food_daily,-430.33,15581.68913911223,24,0,0
USER_0001,2026-08-05,utilities,-1764.04,13817.65007325214,23,0,0
USER_0001,2026-08-05,food_daily,-364.38,13453.273021265202,23,0,0
USER_0001,2026-08-06,food_daily,-182.61,13270.666454879733,22,0,0
USER_0001,2026-08-07,food_daily,-295.87,12974.797770979345,21,0,0
USER_0001,2026-08-08,food_daily,-384.65,12590.151764707995,20,0,1
USER_0001,2026-08-09,food_daily,-422.13,12168.019504515458,19,0,1
USER_0001,2026-08-09,entertainment,-1218.22,10949.799931021556,19,0,1
USER_0001,2026-08-10,food_daily,-319.16,10630.638950136547,18,0,0
USER_0001,2026-08-11,food_daily,-328.53,10302.110594858541,17,0,0
USER_0001,2026-08-12,food_daily,-311.78,9990.334360624593,16,0,0
USER_0001,2026-08-13,food_daily,-302.67,9687.660875758482,15,0,0
USER_0001,2026-08-14,food_daily,-398.85,9288.809215139892,14,0,0
USER_0001,2026-08-15,food_daily,-383.01,8905.801175481432,13,0,1
USER_0001,2026-08-15,entertainment,-417.19,8488.609795600447,13,0,1
USER_0001,2026-08-16,food_daily,-423.78,8064.827140024804,12,0,1
USER_0001,2026-08-17,food_daily,-327.51,7737.315915181241,11,0,0
USER_0001,2026-08-18,food_daily,-350.9,7386.414790319585,10,0,0
USER_0001,2026-08-19,food_daily,-416.18,6970.233556078647,9,0,0
USER_0001,2026-08-20,food_daily,-372.72,6597.514600149389,8,0,0
USER_0001,2026-08-21,food_daily,-309.22,6288.2955385381065,7,0,0
USER_0001,2026-08-22,food_daily,-237.99,6050.304474733608,6,0,1
USER_0001,2026-08-22,entertainment,-915.24,5135.062582182614,6,0,1
USER_0001,2026-08-23,food_daily,-382.76,4752.303746837301,5,0,1
USER_0001,2026-08-23,entertainment,-1113.12,3639.1820698923657,5,0,1
USER_0001,2026-08-24,food_daily,-382.65,3256.536579270558,4,0,0
USER_0001,2026-08-25,food_daily,-378.47,2878.0689354608135,3,1,0
USER_0001,2026-08-26,food_daily,-283.04,2595.025535147439,2,1,0
USER_0001,2026-08-27,food_daily,-421.15,2173.8740710369257,1,1,0
USER_0001,2026-08-28,salary,36000.0,38173.874071036924,0,1,0
USER_0001,2026-08-28,food_daily,-361.53,37812.340620036695,0,1,0
USER_0001,2026-08-29,food_daily,-322.83,37489.507989395584,29,1,1
USER_0001,2026-08-29,entertainment,-490.87,36998.63481924811,29,1,1
USER_0002,2026-06-01,food_daily,-340.84,4659.157608736318,27,1,0
USER_0002,2026-06-02,food_daily,-320.27,4338.89216898954,26,1,0
USER_0002,2026-06-03,food_daily,-434.43,3904.45957939835,25,0,0
USER_0002,2026-06-04,food_daily,-377.99,3526.4716187975405,24,0,0
USER_0002,2026-06-05,utilities,-1409.65,2116.8167660809454,23,0,0
USER_0002,2026-06-05,food_daily,-263.12,1853.6964077686644,23,0,0
USER_0002,2026-06-06,food_daily,-352.23,1501.466260494576,22,0,1
USER_0002,2026-06-07,food_daily,-395.89,1105.5778440894287,21,0,1
USER_0002,2026-06-07,entertainment,-1215.58,-109.99943850892805,21,0,1
USER_0002,2026-06-08,food_daily,-350.53,-460.5249181677741,20,0,0
USER_0002,2026-06-09,food_daily,-360.08,-820.608910534766,19,0,0
USER_0002,2026-06-10,food_daily,-354.97,-1175.5813033346192,18,0,0
USER_0002,2026-06-11,food_daily,-205.52,-1381.1006621576387,17,0,0
USER_0002,2026-06-12,food_daily,-370.2,-1751.303240965024,16,0,0
USER_0002,2026-06-13,food_daily,-243.39,-1994.6916923022868,15,0,1
USER_0002,2026-06-14,food_daily,-371.28,-2365.968303248027,14,0,1
USER_0002,2026-06-14,entertainment,-477.08,-2843.046143273077,14,0,1
USER_0002,2026-06-15,food_daily,-326.73,-3169.778120599489,13,0,0
USER_0002,2026-06-16,food_daily,-433.17,-3602.949970271144,12,0,0
USER_0002,2026-06-17,food_daily,-237.52,-3840.474915707281,11,0,0
USER_0002,2026-06-18,food_daily,-373.46,-4213.935728879462,10,0,0
USER_0002,2026-06-19,food_daily,-247.7,-4461.63585295988,9,0,0
USER_0002,2026-06-20,food_daily,-475.12,-4936.760829636598,8,0,1
USER_0002,2026-06-21,food_daily,-197.7,-5134.4624063081,7,0,1
USER_0002,2026-06-21,entertainment,-1563.39,-6697.853602590446,7,0,1
USER_0002,2026-06-22,food_daily,-318.53,-7016.378736336569,6,0,0
USER_0002,2026-06-23,food_daily,-363.02,-7379.399074332509,5,0,0
USER_0002,2026-06-24,food_daily,-352.39,-7731.789349787729,4,0,0
USER_0002,2026-06-25,food_daily,-345.7,-8077.4906010902405,3,1,0
USER_0002,2026-06-26,food_daily,-318.43,-8395.917555226953,2,1,0
USER_0002,2026-06-27,food_daily,-267.66,-8663.573964250214,1,1,1
USER_0002,2026-06-27,entertainment,-1459.32,-10122.897928964923,1,1,1
USER_0002,2026-06-28,salary,36000.0,25877.10207103508,0,1,1
USER_0002,2026-06-28,food_daily,-374.21,25502.895029284107,0,1,1
USER_0002,2026-06-29,food_daily,-428.94,25073.959718244412,29,1,0
USER_0002,2026-06-30,food_daily,-264.98,24808.984497054604,28,1,0
USER_0002,2026-07-01,rent,-7387.754467115103,17421.2300299395,27,1,0
USER_0002,2026-07-01,food_daily,-291.13,17130.104167849087,27,1,0
USER_0002,2026-07-02,food_daily,-336.88,16793.220683816988,26,1,0
USER_0002,2026-07-03,food_daily,-337.37,16455.845809810628,25,0,0
USER_0002,2026-07-04,food_daily,-278.11,16177.733134791037,24,0,1
USER_0002,2026-07-04,entertainment,-1033.19,15144.541151623733,24,0,1
USER_0002,2026-07-05,utilities,-1665.49,13479.054603092476,23,0,1
USER_0002,2026-07-05,food_daily,-395.09,13083.9644872356,23,0,1
USER_0002,2026-07-05,entertainment,-1448.72,11635.243808194968,23,0,1
USER_0002,2026-07-06,food_daily,-318.74,11316.499626879304,22,0,0
USER_0002,2026-07-07,food_daily,-309.21,11007.289375298322,21,0,0
USER_0002,2026-07-08,food_daily,-360.7,10646.5929486711,20,0,0
USER_0002,2026-07-09,food_daily,-363.96,10282.63645225262,19,0,0
USER_0002,2026-07-10,food_daily,-349.5,9933.132217594351,18,0,0
USER_0002,2026-07-11,food_daily,-341.61,9591.519807285626,17,0,1
USER_0002,2026-07-12,food_daily,-383.81,9207.710994033145,16,0,1
USER_0002,2026-07-12,entertainment,-1053.82,8153.895913997832,16,0,1
USER_0002,2026-07-13,food_daily,-309.05,7844.8411355236085,15,0,0
USER_0002,2026-07-14,food_daily,-314.74,7530.10044520288,14,0,0
USER_0002,2026-07-15,food_daily,-341.49,7188.612486539614,13,0,0
USER_0002,2026-07-16,food_daily,-239.52,6949.094716178232,12,0,0
USER_0002,2026-07-17,food_daily,-208.65,6740.441314489148,11,0,0
USER_0002,2026-07-18,food_daily,-371.19,6369.247484458479,10,0,1
USER_0002,2026-07-18,entertainment,-1444.76,4924.483397725062,10,0,1
USER_0002,2026-07-19,food_daily,-247.36,4677.119017982922,9,0,1
USER_0002,2026-07-20,food_daily,-353.83,4323.284909678012,8,0,0
USER_0002,2026-07-21,food_daily,-218.18,4105.105670248692,7,0,0
USER_0002,2026-07-22,food_daily,-201.28,3903.8212087927873,6,0,0
USER_0002,2026-07-23,food_daily,-303.8,3600.0198343970133,5,0,0
USER_0002,2026-07-24,food_daily,-352.79,3247.2306787662137,4,0,0
USER_0002,2026-07-25,food_daily,-251.24,2995.9868702133563,3,1,1
USER_0002,2026-07-25,entertainment,-428.3,2567.6851608107527,3,1,1
USER_0002,2026-07-26,food_daily,-244.01,2323.6785185280482,2,1,1
USER_0002,2026-07-26,entertainment,-689.55,1634.133122786629,2,1,1
USER_0002,2026-07-27,food_daily,-421.11,1213.0265452627457,1,1,0
USER_0002,2026-07-28,salary,36000.0,37213.02654526274,0,1,0
USER_0002,2026-07-28,food_daily,-266.67,36946.35400541518,0,1,0
USER_0002,2026-07-29,food_daily,-351.59,36594.762456609016,29,1,0
USER_0002,2026-07-30,food_daily,-343.66,36251.099755497955,28,1,0
USER_0002,2026-07-31,food_daily,-363.94,35887.16334346909,27,1,0
USER_0002,2026-08-01,rent,-7387.754467115103,28499.408876353984,27,1,1
USER_0002,2026-08-01,food_daily,-312.32,28187.08828728419,27,1,1
USER_0002,2026-08-01,entertainment,-1667.03,26520.060859575642,27,1,1
USER_0002,2026-08-02,food_daily,-344.3,26175.75810069167,26,1,1
USER_0002,2026-08-02,entertainment,-1518.04,24657.72287067059,26,1,1
USER_0002,2026-08-03,food_daily,-411.77,24245.948541480295,25,0,0
USER_0002,2026-08-04,food_daily,-336.27,23909.680343902422,24,0,0
USER_0002,2026-08-05,utilities,-906.92,23002.761478801927,23,0,0
USER_0002,2026-08-05,food_daily,-373.48,22629.282269019255,23,0,0
USER_0002,2026-08-06,food_daily,-458.42,22170.862617927716,22,0,0
USER_0002,2026-08-07,food_daily,-391.61,21779.25509953141,21,0,0
USER_0002,2026-08-08,food_daily,-223.12,21556.13546961894,20,0,1
USER_0002,2026-08-08,entertainment,-1799.64,19756.494506808296,20,0,1
USER_0002,2026-08-09,food_daily,-475.2,19281.299411219494,19,0,1
USER_0002,2026-08-09,entertainment,-1782.88,17498.420128759608,19,0,1
USER_0002,2026-08-10,food_daily,-323.52,17174.89945510319,18,0,0
USER_0002,2026-08-11,food_daily,-348.07,16826.83386549812,17,0,0
USER_0002,2026-08-12,food_daily,-378.81,16448.026437761608,16,0,0
USER_0002,2026-08-13,food_daily,-366.79,16081.240333747815,15,0,0
USER_0002,2026-08-14,food_daily,-395.41,15685.83339997173,14,0,0
USER_0002,2026-08-15,food_daily,-407.99,15277.84146622809,13,0,1
USER_0002,2026-08-16,food_daily,-329.48,14948.365448094679,12,0,1
USER_0002,2026-08-16,entertainment,-1316.36,13632.007994506934,12,0,1
USER_0002,2026-08-17,food_daily,-347.05,13284.959513503825,11,0,0
USER_0002,2026-08-18,food_daily,-401.86,12883.098746625159,10,0,0
USER_0002,2026-08-19,food_daily,-469.85,12413.25041012498,9,0,0
USER_0002,2026-08-20,food_daily,-305.12,12108.129616926475,8,0,0
USER_0002,2026-08-21,food_daily,-289.8,11818.325126027376,7,0,0
USER_0002,2026-08-22,food_daily,-314.83,11503.492469845913,6,0,1
USER_0002,2026-08-22,entertainment,-917.75,10585.737754550195,6,0,1
USER_0002,2026-08-23,food_daily,-403.37,10182.36307594689,5,0,1
USER_0002,2026-08-23,entertainment,-1062.37,9119.989880024288,5,0,1
USER_0002,2026-08-24,food_daily,-321.46,8798.53108186777,4,0,0
USER_0002,2026-08-25,food_daily,-390.85,8407.676126629907,3,1,0
USER_0002,2026-08-26,food_daily,-438.24,7969.433163369242,2,1,0
USER_0002,2026-08-27,food_daily,-274.73,7694.7010810406355,1,1,0
USER_0002,2026-08-28,salary,36000.0,43694.701081040635,0,1,0
USER_0002,2026-08-28,food_daily,-379.2,43315.49878137439,0,1,0
USER_0002,2026-08-29,food_daily,-304.72,43010.77816653994,29,1,1
USER_0003,2026-06-01,food_daily,-313.54,4686.459955086639,27,1,0
USER_0003,2026-06-02,food_daily,-403.83,4282.6296607163595,26,1,0
USER_0003,2026-06-03,food_daily,-284.25,3998.381930572744,25,0,0
USER_0003,2026-06-04,food_daily,-366.89,3631.4966223830675,24,0,0
USER_0003,2026-06-05,utilities,-1433.39,2198.1032684588495,23,0,0
USER_0003,2026-06-05,food_daily,-358.34,1839.7608417380902,23,0,0
USER_0003,2026-06-06,food_daily,-324.22,1515.5401076076914,22,0,1
USER_0003,2026-06-06,entertainment,-671.07,844.4734334007677,22,0,1
USER_0003,2026-06-07,food_daily,-327.17,517.3001938781836,21,0,1
USER_0003,2026-06-08,food_daily,-338.7,178.60013070563616,20,0,0
USER_0003,2026-06-09,food_daily,-228.63,-50.02598112569822,19,0,0
USER_0003,2026-06-10,food_daily,-370.95,-420.98003618523194,18,0,0
USER_0003,2026-06-11,food_daily,-322.92,-743.9024984589857,17,0,0
USER_0003,2026-06-12,food_daily,-381.41,-1125.3091990344337,16,0,0
USER_0003,2026-06-13,food_daily,-341.19,-1466.4992488965956,15,0,1
USER_0003,2026-06-14,food_daily,-302.22,-1768.720874802689,14,0,1
USER_0003,2026-06-14,entertainment,-1577.16,-3345.8838406401464,14,0,1
USER_0003,2026-06-15,food_daily,-342.53,-3688.4117160726682,13,0,0
USER_0003,2026-06-16,food_daily,-400.51,-4088.9251537707137,12,0,0
USER_0003,2026-06-17,food_daily,-407.82,-4496.748052565863,11,0,0
USER_0003,2026-06-18,food_daily,-314.17,-4810.9184117709865,10,0,0
USER_0003,2026-06-19,food_daily,-416.06,-5226.978730650875,9,0,0
USER_0003,2026-06-20,food_daily,-227.07,-5454.047052408122,8,0,1
USER_0003,2026-06-20,entertainment,-418.04,-5872.08639171732,8,0,1
