tx_id,source_id,target_id,amount,timestamp,is_first_time_transfer,device_switch_last_24h,session_duration_sec,ratio_to_daily_avg,auth_factor_used,channel,is_scam
TX_004698,ACC_0576,ACC_0615,82.3,2026-08-01 04:26:00,0,0,53,0.35,pin,kplus_app,0
TX_001305,ACC_0997,ACC_0615,573.75,2026-08-01 04:29:00,0,0,40,0.28,face_scan,kplus_app,0
TX_003185,ACC_1112,ACC_0368,722.8,2026-08-01 04:41:00,0,0,62,0.72,pin,kplus_app,0
TX_001836,ACC_1115,ACC_0385,417.77,2026-08-01 04:42:00,0,0,44,0.72,pin,kplus_app,0
TX_005692,ACC_1170,ACC_1032,535.44,2026-08-01 04:46:00,0,0,39,0.45,pin,kplus_app,0
TX_005814,ACC_1147,ACC_0374,879.62,2026-08-01 04:50:00,0,0,27,0.12,pin,kplus_app,0
TX_002266,ACC_0654,ACC_0852,692.94,2026-08-01 04:59:00,0,0,38,0.27,pin,kplus_app,0
TX_001729,ACC_0366,ACC_0208,224.9,2026-08-01 05:03:00,0,0,58,1.28,face_scan,kplus_app,0
TX_006076,ACC_1048,ACC_0051,172.13,2026-08-01 05:17:00,1,0,46,0.3,pin,kplus_app,1
TX_003954,ACC_0556,ACC_1057,758.45,2026-08-01 05:19:00,0,0,53,0.38,pin,kplus_app,0
TX_004518,ACC_0607,ACC_1188,372.52,2026-08-01 05:20:00,1,0,61,0.72,pin,kplus_app,0
TX_002724,ACC_0584,ACC_1157,488.66,2026-08-01 05:22:00,0,0,52,1.44,pin,kplus_app,0
TX_002417,ACC_0354,ACC_1118,272.88,2026-08-01 05:28:00,0,0,58,1.33,pin,kplus_app,0
TX_001494,ACC_1125,ACC_0153,2871.24,2026-08-01 05:30:00,1,0,35,0.99,pin,kplus_app,0
TX_006077,ACC_1048,ACC_0051,27741.0,2026-08-01 05:30:00,0,0,350,16.25,pin,kplus_app,1
TX_002344,ACC_0818,ACC_0928,1523.86,2026-08-01 05:36:00,0,0,58,1.4,pin,kplus_app,0
TX_004386,ACC_0357,ACC_0709,818.92,2026-08-01 05:41:00,1,0,35,0.42,pin,kplus_app,0
TX_002851,ACC_0699,ACC_0470,134.75,2026-08-01 05:55:00,1,0,48,0.4,pin,kplus_app,0
TX_001140,ACC_0068,ACC_0872,304.34,2026-08-01 05:57:00,0,0,36,0.61,pin,kplus_app,0
TX_005790,ACC_0352,ACC_0492,723.75,2026-08-01 05:58:00,0,0,70,0.43,pin,kplus_app,0
TX_000748,ACC_0368,ACC_0163,788.53,2026-08-01 05:59:00,0,0,64,1.32,pin,kplus_app,0
TX_004834,ACC_0305,ACC_0411,129.62,2026-08-01 05:59:00,0,0,59,0.83,pin,kplus_app,0
TX_002355,ACC_0893,ACC_0993,215.3,2026-08-01 06:14:00,0,1,35,0.21,pin,kplus_app,0
TX_001277,ACC_0419,ACC_0147,750.08,2026-08-01 06:16:00,0,0,34,0.97,face_scan,kplus_app,0
TX_004411,ACC_0728,ACC_0954,600.27,2026-08-01 06:18:00,0,0,66,0.44,pin,kplus_app,0
TX_001496,ACC_1099,ACC_1024,106.46,2026-08-01 06:23:00,0,0,43,0.21,pin,kplus_app,0
TX_005999,ACC_0275,ACC_0490,74.05,2026-08-01 06:28:00,0,0,39,0.95,pin,kplus_app,0
TX_005951,ACC_0487,ACC_0372,1896.31,2026-08-01 06:52:00,1,0,47,1.0,pin,kplus_app,0
TX_004321,ACC_1180,ACC_0290,576.07,2026-08-01 06:57:00,0,0,52,0.26,pin,kplus_app,0
TX_004252,ACC_0140,ACC_0658,227.71,2026-08-01 07:08:00,0,0,39,1.14,pin,kplus_app,0
TX_002445,ACC_0292,ACC_0883,1089.89,2026-08-01 07:29:00,1,0,38,0.11,face_scan,kplus_app,0
TX_003406,ACC_0916,ACC_0989,135.27,2026-08-01 07:44:00,0,0,39,1.38,pin,kplus_app,0
TX_000342,ACC_0765,ACC_0582,1003.83,2026-08-01 07:56:00,0,0,44,1.15,pin,kplus_app,0
TX_004137,ACC_0320,ACC_0578,3788.21,2026-08-01 07:57:00,1,0,29,0.28,pin,kplus_app,0
TX_002061,ACC_0857,ACC_0672,275.99,2026-08-01 08:04:00,0,0,35,1.49,face_scan,kplus_app,0
TX_003478,ACC_0824,ACC_0376,1416.48,2026-08-01 08:09:00,0,0,30,1.05,face_scan,kplus_app,0
TX_001024,ACC_0062,ACC_0493,212.94,2026-08-01 08:11:00,1,0,47,0.21,face_scan,kplus_app,0
TX_000005,ACC_0411,ACC_0505,1015.97,2026-08-01 08:13:00,0,0,47,0.85,pin,kplus_app,0
TX_002529,ACC_0718,ACC_0464,40.46,2026-08-01 08:15:00,1,0,29,0.64,pin,kplus_app,0
TX_004679,ACC_0586,ACC_0721,1418.58,2026-08-01 08:22:00,1,0,43,0.3,pin,kplus_app,0
TX_004864,ACC_0630,ACC_0832,314.46,2026-08-01 08:28:00,0,0,71,1.01,pin,kplus_app,0
TX_003205,ACC_0230,ACC_0148,691.23,2026-08-01 08:36:00,0,0,55,0.19,pin,kplus_app,0
TX_005715,ACC_0349,ACC_0671,364.95,2026-08-01 08:38:00,0,0,35,0.56,pin,kplus_app,0
TX_000232,ACC_0379,ACC_0832,1088.46,2026-08-01 08:42:00,0,0,19,1.12,face_scan,kplus_app,0
TX_004765,ACC_0441,ACC_0165,85.27,2026-08-01 08:45:00,0,0,33,0.41,pin,kplus_app,0
TX_002473,ACC_0062,ACC_0114,1196.02,2026-08-01 08:49:00,0,0,41,1.33,pin,kplus_app,0
TX_005586,ACC_1175,ACC_1054,938.48,2026-08-01 08:51:00,0,0,43,0.92,face_scan,kplus_app,0
TX_004693,ACC_0202,ACC_1157,44.39,2026-08-01 09:04:00,0,0,20,0.85,pin,kplus_app,0
TX_006232,ACC_0950,ACC_0026,108.0,2026-08-01 09:25:00,1,0,25,0.3,pin,kplus_app,1
TX_005270,ACC_0599,ACC_0178,213.91,2026-08-01 09:26:00,0,0,53,1.35,pin,kplus_app,0
TX_000350,ACC_0386,ACC_1045,539.06,2026-08-01 09:31:00,1,0,74,0.7,pin,kplus_app,0
TX_006233,ACC_0950,ACC_0026,61159.35,2026-08-01 09:35:00,0,0,350,22.54,pin,kplus_app,1
TX_000052,ACC_0390,ACC_0400,271.52,2026-08-01 09:36:00,0,0,39,1.29,pin,kplus_app,0
TX_000923,ACC_0854,ACC_0868,886.54,2026-08-01 09:36:00,1,0,50,0.68,face_scan,kplus_app,0
TX_006338,ACC_0040,ACC_0031,34801.57,2026-08-01 09:43:13,1,1,11,13.93,pin,promptpay,1
TX_004453,ACC_0215,ACC_0635,805.87,2026-08-01 09:48:00,1,0,44,0.57,face_scan,kplus_app,0
TX_002269,ACC_0208,ACC_0290,1497.46,2026-08-01 10:03:00,0,1,57,0.13,pin,kplus_app,0
TX_004285,ACC_0441,ACC_1105,163.31,2026-08-01 10:17:00,0,0,40,0.73,pin,kplus_app,0
TX_000151,ACC_0770,ACC_1015,162.1,2026-08-01 10:29:00,0,0,54,0.82,pin,kplus_app,0
TX_002981,ACC_0529,ACC_0767,626.83,2026-08-01 10:38:00,0,0,44,0.31,pin,kplus_app,0
TX_002869,ACC_0070,ACC_0492,165.08,2026-08-01 10:46:00,1,1,28,1.08,pin,kplus_app,0
TX_005136,ACC_0515,ACC_0368,245.67,2026-08-01 11:02:00,0,0,36,0.39,face_scan,kplus_app,0
TX_001902,ACC_1058,ACC_1189,463.71,2026-08-01 11:15:00,0,0,57,0.18,face_scan,kplus_app,0
TX_000716,ACC_0350,ACC_0675,462.19,2026-08-01 11:22:00,1,0,61,1.29,pin,kplus_app,0
TX_001412,ACC_0581,ACC_0138,283.25,2026-08-01 11:25:00,0,0,75,0.57,pin,kplus_app,0
TX_005530,ACC_0075,ACC_0259,1212.57,2026-08-01 11:39:00,0,0,41,1.39,pin,kplus_app,0
TX_000234,ACC_1150,ACC_0065,321.22,2026-08-01 11:48:00,0,0,40,1.05,pin,kplus_app,0
TX_000680,ACC_0458,ACC_0481,549.31,2026-08-01 11:58:00,0,0,45,0.53,pin,kplus_app,0
TX_001249,ACC_0333,ACC_0128,80.14,2026-08-01 12:10:00,1,0,30,0.45,pin,kplus_app,0
TX_004130,ACC_0704,ACC_1169,856.0,2026-08-01 12:12:00,1,0,49,1.16,pin,kplus_app,0
TX_001261,ACC_0167,ACC_0969,2317.75,2026-08-01 12:15:00,0,0,35,0.67,pin,kplus_app,0
TX_005990,ACC_0172,ACC_0456,81.02,2026-08-01 12:19:00,0,0,57,1.13,face_scan,kplus_app,0
TX_002172,ACC_0664,ACC_1179,86.18,2026-08-01 12:20:00,0,1,35,0.46,pin,kplus_app,0
TX_002598,ACC_0964,ACC_0686,137.43,2026-08-01 12:27:00,0,0,61,1.33,pin,kplus_app,0
TX_003667,ACC_1081,ACC_0768,985.51,2026-08-01 12:30:00,0,0,53,1.28,pin,kplus_app,0
TX_001275,ACC_0153,ACC_0360,922.6,2026-08-01 12:35:00,1,0,45,1.02,face_scan,kplus_app,0
TX_004933,ACC_0409,ACC_0857,131.63,2026-08-01 12:40:00,0,0,63,1.18,face_scan,kplus_app,0
TX_000839,ACC_1044,ACC_0109,200.36,2026-08-01 12:42:00,0,0,42,1.26,none,kplus_app,0
TX_003458,ACC_0702,ACC_0601,777.24,2026-08-01 12:44:00,0,0,40,0.8,pin,kplus_app,0
TX_005010,ACC_0923,ACC_0410,1139.33,2026-08-01 12:49:00,0,0,54,0.46,pin,kplus_app,0
TX_004058,ACC_0295,ACC_0679,2433.82,2026-08-01 13:07:00,1,0,51,0.53,pin,kplus_app,0
TX_003556,ACC_0197,ACC_0444,1186.29,2026-08-01 13:12:00,0,0,39,0.6,pin,kplus_app,0
TX_004056,ACC_0250,ACC_0477,143.83,2026-08-01 13:18:00,0,0,52,1.0,pin,kplus_app,0
TX_001027,ACC_1025,ACC_0456,558.66,2026-08-01 13:20:00,1,0,65,0.48,pin,kplus_app,0
TX_005163,ACC_0953,ACC_0474,248.22,2026-08-01 13:28:00,0,0,39,1.24,pin,kplus_app,0
TX_000586,ACC_0687,ACC_0200,386.26,2026-08-01 13:54:00,0,0,21,0.14,pin,kplus_app,0
TX_002597,ACC_0820,ACC_0438,634.98,2026-08-01 14:01:00,0,0,25,1.24,pin,kplus_app,0
TX_000047,ACC_0735,ACC_1108,384.9,2026-08-01 14:13:00,1,0,38,0.81,pin,kplus_app,0
TX_004516,ACC_0802,ACC_0903,903.32,2026-08-01 14:19:00,0,0,49,0.97,pin,kplus_app,0
TX_005450,ACC_0287,ACC_1071,257.62,2026-08-01 14:21:00,0,0,29,0.98,pin,kplus_app,0
TX_005183,ACC_0750,ACC_0565,767.42,2026-08-01 14:33:00,0,0,48,0.6,pin,kplus_app,0
TX_002705,ACC_0765,ACC_0981,1586.83,2026-08-01 14:34:00,0,0,44,0.23,pin,kplus_app,0
TX_004436,ACC_0516,ACC_0405,530.88,2026-08-01 14:40:00,1,0,52,0.42,pin,kplus_app,0
TX_004203,ACC_0462,ACC_1044,958.17,2026-08-01 14:55:00,1,0,53,0.8,pin,kplus_app,0
TX_004478,ACC_0909,ACC_0249,1558.81,2026-08-01 14:58:00,1,0,45,0.19,pin,kplus_app,0
TX_005713,ACC_0993,ACC_0631,236.12,2026-08-01 15:00:00,0,0,55,1.4,pin,kplus_app,0
TX_005554,ACC_1044,ACC_0498,647.5,2026-08-01 15:02:00,1,0,45,0.38,pin,kplus_app,0
TX_005547,ACC_0272,ACC_0217,578.9,2026-08-01 15:08:00,0,0,59,0.46,pin,kplus_app,0
TX_005317,ACC_0932,ACC_0993,412.71,2026-08-01 15:16:00,1,0,37,0.16,face_scan,kplus_app,0
TX_005784,ACC_0203,ACC_0446,520.79,2026-08-01 15:25:00,0,0,58,0.66,pin,kplus_app,0
TX_002047,ACC_0486,ACC_0931,163.24,2026-08-01 15:32:00,1,0,37,1.45,pin,kplus_app,0
TX_000326,ACC_0339,ACC_0103,208.99,2026-08-01 15:38:00,0,0,63,1.18,face_scan,kplus_app,0
TX_000377,ACC_1095,ACC_0372,709.26,2026-08-01 15:53:00,0,0,44,0.71,pin,kplus_app,0
TX_000110,ACC_0303,ACC_0640,126.38,2026-08-01 15:57:00,0,0,35,0.96,pin,kplus_app,0
TX_000219,ACC_0599,ACC_0299,1579.34,2026-08-01 16:00:00,0,0,34,0.96,pin,kplus_app,0
TX_000009,ACC_1017,ACC_0148,841.22,2026-08-01 16:27:00,0,0,36,0.81,pin,kplus_app,0
TX_003121,ACC_0140,ACC_0293,2494.85,2026-08-01 16:28:00,0,0,47,0.71,pin,kplus_app,0
TX_001666,ACC_0987,ACC_0223,606.1,2026-08-01 16:36:00,1,0,52,0.81,pin,kplus_app,0
TX_001699,ACC_0665,ACC_0325,88.96,2026-08-01 16:58:00,0,0,48,0.33,pin,kplus_app,0
TX_001566,ACC_0382,ACC_0168,91.45,2026-08-01 17:12:00,0,0,42,0.88,face_scan,kplus_app,0
TX_002574,ACC_1070,ACC_0603,661.59,2026-08-01 17:42:00,0,0,45,1.39,pin,kplus_app,0
TX_005793,ACC_0831,ACC_0776,846.16,2026-08-01 17:44:00,0,0,58,0.58,pin,kplus_app,0
TX_000521,ACC_0998,ACC_0079,556.82,2026-08-01 18:01:00,0,0,36,1.09,none,kplus_app,0
TX_002819,ACC_1077,ACC_0490,722.25,2026-08-01 18:04:00,0,0,47,0.28,pin,kplus_app,0
TX_000345,ACC_0190,ACC_0718,799.02,2026-08-01 18:07:00,0,0,67,0.33,pin,kplus_app,0
TX_000532,ACC_0302,ACC_0679,1515.75,2026-08-01 18:16:00,0,0,49,0.9,pin,kplus_app,0
TX_004398,ACC_0287,ACC_0976,466.43,2026-08-01 18:25:00,0,0,35,1.45,pin,kplus_app,0
TX_000505,ACC_1183,ACC_0385,364.49,2026-08-01 18:30:00,0,0,59,1.26,pin,kplus_app,0
TX_001808,ACC_0682,ACC_0499,1287.64,2026-08-01 18:35:00,0,0,57,0.29,pin,kplus_app,0
TX_002712,ACC_0775,ACC_0069,728.33,2026-08-01 18:38:00,1,0,61,1.07,face_scan,kplus_app,0
TX_003030,ACC_0350,ACC_0821,193.24,2026-08-01 18:41:00,0,1,62,0.9,pin,kplus_app,0
TX_002088,ACC_0099,ACC_0082,146.19,2026-08-01 18:45:00,0,0,59,0.79,pin,kplus_app,0
TX_003527,ACC_1157,ACC_0833,1661.4,2026-08-01 18:47:00,0,0,36,0.91,face_scan,kplus_app,0
TX_005211,ACC_0270,ACC_0741,178.06,2026-08-01 18:50:00,0,0,83,0.71,face_scan,kplus_app,0
TX_004831,ACC_0072,ACC_0589,451.96,2026-08-01 18:57:00,1,0,33,0.2,pin,kplus_app,0
TX_004520,ACC_0526,ACC_0851,238.64,2026-08-01 19:00:00,0,0,40,1.12,pin,kplus_app,0
TX_003512,ACC_1187,ACC_0241,2341.86,2026-08-01 19:12:00,0,0,45,0.5,pin,kplus_app,0
TX_004178,ACC_1086,ACC_0358,42.4,2026-08-01 19:16:00,0,0,52,1.24,pin,kplus_app,0
TX_004548,ACC_1163,ACC_0134,543.91,2026-08-01 19:16:00,0,0,74,1.15,pin,kplus_app,0
TX_002462,ACC_1064,ACC_0307,2855.44,2026-08-01 19:29:00,0,0,25,0.93,pin,kplus_app,0
TX_004847,ACC_0536,ACC_0482,321.77,2026-08-01 19:29:00,0,0,61,0.16,face_scan,kplus_app,0
TX_000144,ACC_0658,ACC_0943,657.91,2026-08-01 19:31:00,0,0,41,0.47,face_scan,kplus_app,0
TX_005859,ACC_0404,ACC_0779,3388.99,2026-08-01 19:46:00,0,0,33,0.91,pin,kplus_app,0
TX_001826,ACC_0897,ACC_0320,127.51,2026-08-01 19:50:00,0,0,19,0.49,face_scan,kplus_app,0
TX_003740,ACC_0751,ACC_0390,164.29,2026-08-01 20:04:00,1,0,36,0.47,pin,kplus_app,0
TX_002559,ACC_0265,ACC_1034,302.13,2026-08-01 20:06:00,0,0,35,0.69,pin,kplus_app,0
TX_004751,ACC_0804,ACC_0331,583.63,2026-08-01 20:07:00,1,0,46,0.33,pin,kplus_app,0
TX_001334,ACC_0172,ACC_0867,1852.39,2026-08-01 20:17:00,0,0,27,0.53,pin,kplus_app,0
TX_005771,ACC_0779,ACC_0525,1163.74,2026-08-01 20:18:00,1,0,41,1.09,pin,kplus_app,0
TX_001773,ACC_1026,ACC_1164,329.93,2026-08-01 20:21:00,0,0,32,1.26,face_scan,kplus_app,0
TX_002651,ACC_1061,ACC_0445,1744.9,2026-08-01 20:22:00,1,0,43,0.53,pin,kplus_app,0
TX_004265,ACC_0213,ACC_0066,1043.87,2026-08-01 20:23:00,1,1,35,1.36,pin,kplus_app,0
TX_006128,ACC_0851,ACC_0039,302.2,2026-08-01 20:23:00,1,0,41,0.3,pin,kplus_app,1
TX_002865,ACC_0420,ACC_1016,231.4,2026-08-01 20:32:00,0,0,67,1.45,pin,kplus_app,0
TX_006129,ACC_0851,ACC_0039,64017.76,2026-08-01 20:32:00,0,0,350,8.5,pin,kplus_app,1
TX_002142,ACC_0894,ACC_0493,96.24,2026-08-01 20:35:00,0,0,44,0.29,pin,kplus_app,0
TX_001129,ACC_0432,ACC_0778,432.69,2026-08-01 21:05:00,0,1,33,1.32,none,kplus_app,0
TX_000922,ACC_0829,ACC_0118,350.29,2026-08-01 21:33:00,1,1,45,1.19,face_scan,kplus_app,0
TX_005343,ACC_0236,ACC_0884,696.95,2026-08-01 21:46:00,1,0,43,0.32,pin,kplus_app,0
TX_004283,ACC_0221,ACC_0077,1165.18,2026-08-01 21:51:00,0,0,53,1.46,face_scan,kplus_app,0
TX_004690,ACC_1162,ACC_0626,86.81,2026-08-01 21:58:00,1,0,59,0.57,face_scan,kplus_app,0
TX_005797,ACC_0744,ACC_0280,1059.26,2026-08-01 22:08:00,0,0,66,1.03,pin,kplus_app,0
TX_003635,ACC_0879,ACC_0760,419.16,2026-08-01 22:10:00,0,0,66,0.62,pin,kplus_app,0
TX_004827,ACC_1179,ACC_0433,1267.62,2026-08-01 22:10:00,0,0,39,0.11,pin,kplus_app,0
TX_005141,ACC_0651,ACC_1165,997.28,2026-08-01 22:11:00,0,0,44,0.44,pin,kplus_app,0
TX_004338,ACC_0574,ACC_0472,777.77,2026-08-01 22:14:00,1,0,52,1.3,pin,kplus_app,0
TX_001000,ACC_0786,ACC_0297,92.46,2026-08-01 22:16:00,1,0,31,1.14,pin,kplus_app,0
TX_001183,ACC_0789,ACC_0646,368.75,2026-08-01 22:52:00,1,0,63,0.75,pin,kplus_app,0
TX_004455,ACC_0935,ACC_1190,316.91,2026-08-01 22:54:00,0,0,55,1.09,pin,kplus_app,0
TX_005258,ACC_0408,ACC_0908,916.68,2026-08-01 22:59:00,0,0,57,0.74,pin,kplus_app,0
TX_004401,ACC_0097,ACC_0379,961.39,2026-08-01 23:01:00,0,0,36,0.6,face_scan,kplus_app,0
TX_005646,ACC_0597,ACC_0445,1033.54,2026-08-01 23:03:00,0,0,52,1.26,pin,kplus_app,0
TX_000019,ACC_0991,ACC_0797,652.84,2026-08-01 23:21:00,0,0,51,1.16,pin,kplus_app,0
TX_004928,ACC_1103,ACC_0268,917.79,2026-08-01 23:25:00,0,0,34,1.43,pin,kplus_app,0
TX_000787,ACC_0681,ACC_0334,365.87,2026-08-01 23:29:00,0,0,46,1.21,pin,kplus_app,0
TX_002786,ACC_0409,ACC_0086,514.82,2026-08-01 23:39:00,0,0,59,1.07,pin,kplus_app,0
TX_002198,ACC_0122,ACC_1103,343.68,2026-08-01 23:54:00,0,0,48,0.93,pin,kplus_app,0
TX_005089,ACC_0636,ACC_1005,63.48,2026-08-01 23:56:00,0,0,29,0.61,pin,kplus_app,0
TX_001262,ACC_0651,ACC_1095,217.93,2026-08-02 00:01:00,0,0,52,0.73,pin,kplus_app,0
TX_004529,ACC_0726,ACC_0650,788.4,2026-08-02 00:12:00,0,0,47,0.64,pin,kplus_app,0
TX_005892,ACC_1096,ACC_0411,635.6,2026-08-02 00:21:00,0,0,48,0.41,pin,kplus_app,0
TX_001617,ACC_0818,ACC_1036,41.24,2026-08-02 00:24:00,0,0,46,0.34,pin,kplus_app,0
TX_003221,ACC_0264,ACC_0991,421.03,2026-08-02 00:39:00,1,0,53,1.43,pin,kplus_app,0
TX_000432,ACC_0298,ACC_0448,407.16,2026-08-02 00:39:00,0,0,34,1.43,pin,kplus_app,0
TX_003741,ACC_1061,ACC_0421,698.64,2026-08-02 00:43:00,0,0,68,0.32,pin,kplus_app,0
TX_000402,ACC_0607,ACC_0695,47.01,2026-08-02 00:55:00,1,0,44,1.25,pin,kplus_app,0
TX_003944,ACC_0115,ACC_0226,1679.65,2026-08-02 00:56:00,0,0,63,0.59,pin,kplus_app,0
TX_002411,ACC_1119,ACC_1045,712.04,2026-08-02 01:14:00,0,0,39,0.56,pin,kplus_app,0
TX_005583,ACC_0534,ACC_0755,330.77,2026-08-02 01:24:00,0,0,71,1.01,face_scan,kplus_app,0
TX_000393,ACC_0892,ACC_1149,3513.63,2026-08-02 01:30:00,1,0,33,1.05,pin,kplus_app,0
TX_003734,ACC_0121,ACC_0216,1457.24,2026-08-02 01:47:00,0,0,38,1.1,pin,kplus_app,0
TX_004152,ACC_0845,ACC_1095,581.26,2026-08-02 01:48:00,0,0,26,0.78,pin,kplus_app,0
TX_000682,ACC_0096,ACC_0538,927.82,2026-08-02 01:51:00,0,0,21,0.81,pin,kplus_app,0
TX_006082,ACC_0286,ACC_0002,208.07,2026-08-02 01:54:00,1,0,29,0.3,pin,kplus_app,1
TX_005156,ACC_1071,ACC_0073,380.47,2026-08-02 01:54:00,1,0,55,0.75,pin,kplus_app,0
TX_006083,ACC_0286,ACC_0002,59956.1,2026-08-02 02:02:00,0,0,350,19.22,pin,kplus_app,1
TX_002492,ACC_0114,ACC_0491,387.09,2026-08-02 02:05:00,0,0,53,1.27,pin,kplus_app,0
TX_004141,ACC_1056,ACC_1147,471.95,2026-08-02 02:17:00,0,0,76,1.12,pin,kplus_app,0
TX_002139,ACC_0531,ACC_0383,542.43,2026-08-02 02:19:00,0,0,46,1.48,pin,kplus_app,0
TX_000297,ACC_0546,ACC_0932,980.47,2026-08-02 02:23:00,0,0,32,1.28,face_scan,kplus_app,0
TX_003332,ACC_0960,ACC_1194,128.74,2026-08-02 02:24:00,0,0,35,1.23,pin,kplus_app,0
TX_000509,ACC_0433,ACC_0268,439.92,2026-08-02 02:25:00,1,0,46,0.49,pin,kplus_app,0
TX_003992,ACC_0086,ACC_0680,876.54,2026-08-02 02:26:00,1,0,57,1.31,face_scan,kplus_app,0
TX_004161,ACC_0922,ACC_1096,322.29,2026-08-02 02:41:00,0,0,33,0.77,pin,kplus_app,0
